name,url,category,description
"rebrandly.com","https://rebrandly.com","SaaS/Marketing","Link management platform creating branded short URLs"
"wpforms.com","https://wpforms.com","WordPress Plugin","WordPress form builder plugin creating contact forms"
"greenhouse.io","https://greenhouse.io","HR Tech/SaaS","Applicant tracking system optimizing hiring workflows"
"hustlepanda.com","https://hustlepanda.com","Community/Education","Entrepreneurship community connecting ambitious founders"
"mollie.com","https://mollie.com/en/checkout","Fintech/SaaS","Payment service provider processing online transactions"
"neonmob.com","https://neonmob.com","Entertainment/Marketplace","Digital collectibles platform trading art cards"
"segment.com","https://segment.com","SaaS/Analytics","Customer data platform routing analytics events"
"buzzstream.com","https://buzzstream.com","SaaS/Marketing","Digital PR software managing outreach campaigns"
"sendwithscout.com","https://sendwithscout.com","SaaS/Marketing","Transactional email platform sending notifications"
"haloneuro.com","https://haloneuro.com","Health Tech/Hardware","Neuroscience wearable improving focus and sleep"
"uxtesting.io","https://uxtesting.io","SaaS/Research","User testing service recruiting participants"
"explodingkittens.com","https://explodingkittens.com/app","Entertainment/Gaming","Card game app playing party games digitally"
"chimpessentials.com","https://chimpessentials.com","Template/Marketing","MailChimp templates designing email campaigns"
"mapbox.com","https://mapbox.com","SaaS/Developer Tool","Mapping platform building custom location experiences"
"designforfounders.com","https://designforfounders.com/thebook","Education/E-Commerce","Design book teaching non-designers visual skills"
"semplicelabs.com","https://semplicelabs.com","Design Agency","Product design studio creating user experiences"
"launch.blendle.com","https://launch.blendle.com","Media/Content","Journalism platform paying per article read"
"opbeat.com","https://opbeat.com","SaaS/Developer Tool","Application monitoring platform tracking errors"
"getfreebird.com","https://getfreebird.com","Travel/Service","Flight rebooking service handling travel disruptions"
"hellosuper.com","https://hellosuper.com","InsurTech/Fintech","Digital insurance platform offering on-demand coverage"
"montagebook.com","https://montagebook.com","E-Commerce/Print","Photo book creator designing printed albums"
"mention.com","https://mention.com/en","SaaS/Marketing","Media monitoring tool tracking brand mentions"
"stitchfix.com","https://stitchfix.com","E-Commerce/Fashion","Personal styling service delivering curated fashion"
"sockfancy.com","https://sockfancy.com","E-Commerce/Subscription","Sock subscription service delivering unique designs"
"barkbox.com","https://barkbox.com","E-Commerce/Subscription","Dog toy subscription box delivering monthly treats"
"any.do","https://any.do","Productivity/App","To-do list app organizing tasks across devices"
"ding.io","https://ding.io","Fintech/Service","Mobile top-up service sending airtime globally"
"asana.com","https://asana.com","SaaS/Productivity","Work management platform organizing team projects"
"devmarketing.xyz","https://devmarketing.xyz","Education/Resource","Marketing resources for developer-focused products"
"pagelanes.com","https://pagelanes.com","SaaS/Marketing","Landing page builder creating conversion-focused sites"
"carthook.com","https://carthook.com","SaaS/E-Commerce","Shopify upsell tool increasing e-commerce revenue"
"woopra.com","https://woopra.com","SaaS/Analytics","Customer analytics platform tracking user journeys"
"getform.org","https://getform.org","SaaS/Developer Tool","Form backend collecting submissions without servers"
"bubble.is","https://bubble.is","SaaS/No-Code","No-code platform building web applications visually"
"snipcart.com","https://snipcart.com","SaaS/E-Commerce","Shopping cart platform adding checkout to websites"
"replyapp.io","https://replyapp.io","SaaS/Marketing","LinkedIn automation tool sending connection requests"
"nebia.com","https://nebia.com","E-Commerce/Sustainability","Water-saving shower system reducing consumption"
"gosquared.com","https://gosquared.com","SaaS/Analytics","Analytics platform tracking website visitors live"
"ghostnoteapp.com","https://ghostnoteapp.com","Productivity/Software","Note-taking app attaching context to files"
"thesquarefoot.com","https://thesquarefoot.com","Real Estate/SaaS","Commercial real estate platform finding office space"
"abacus.com","https://abacus.com","Fintech/SaaS","Expense reporting platform managing reimbursements"
"algolia.com","https://algolia.com","SaaS/Developer Tool","Search API platform powering fast website search"
"azendoo.com","https://azendoo.com/task-pilot","SaaS/Productivity","Task management platform organizing team workflows"
"mocktotype.com","https://mocktotype.com","Design Tool","Mockup generator creating device screenshots"
"contentmarketer.io","https://contentmarketer.io/try","SaaS/Marketing","Content marketing platform planning editorial calendars"
"cushionapp.com","https://cushionapp.com","Fintech/SaaS","Invoicing tool for freelancers tracking payments"
"getballpark.com","https://getballpark.com","Productivity/SaaS","Time tracking app billing clients accurately"
"Upstatement","https://upstatement.com","Design Studio","Digital product and brand studio crafting editorial-grade sites, apps, and systems."
"Carrot","https://carrot.tech","Climate Tech / SaaS","Platform turning real-world actions into rewards and measurable climate impact."
"Adnaut","https://www.adnaut.digital","Marketing Consultancy","Media and analytics consultancy optimizing ad spend with data, creative, and tooling."
"Impossible Foods","https://impossiblefoods.com","Food Tech","Plant-based meat brand making sustainable, tasty alternatives for burgers and more."
"The Finnish Institute in the UK and Ireland","https://fininst.uk","Cultural Institution","Cultural institute linking Finland with the UK and Ireland through arts, research, events."
"Keith Greenbaum","https://www.keithgreenbaum.com","Portfolio / Creative","Photographer and director portfolio showcasing still life, product, and motion work."
"Igma","https://igma.im","Portfolio / Creative","Design and development portfolio featuring playful UI, identities, and interactive work."
"Stōkt Creative Co.","https://wearestokt.com","Design Studio","Motion-led design studio building brands, products, and purposeful web experiences."
"Cursor","https://cursor.com","AI Tool / Developer","AI code editor that understands your repo, writes diffs, and accelerates shipping."
"Atlas Studio","https://atlas-studio.framer.website","Template / Portfolio","Framer portfolio template for studios—clean cards, crisp typography, fast setup."
"Arcade","https://www.arcade.software","SaaS","SaaS for interactive product demos that educate users and boost conversions."
"Aaron Poe","https://aaronpoeandco.com","Portfolio / Creative","Creative director portfolio—culture-led brands, motion systems, and campaigns."
"Jakub Zeg","https://www.zegzulka.com","Portfolio / Creative","Designer portfolio delivering dynamic, interactive visuals across platforms."
"Central","https://centralhq.com","Fintech / HR SaaS","Fintech HR suite for payroll, benefits, and compliance with AI-assisted workflows."
"Destello","https://destello.framer.website","Design Studio / Template","Minimal Framer studio site and template focused on clarity, speed, and brand impact."
"Early Works","https://www.early.works","Product Studio","Product studio that co-builds new companies across applied AI and emerging tech."
"Keto","https://ketosoftware.com","SaaS","Portfolio and OKR software for strategy, planning, and reporting at scale."
"Craft","https://www.craft.do","SaaS","Modern docs and notes app for writing, organizing, and publishing work beautifully."
"Cofounder","https://cofounder.com","Product Studio","Partner that helps founders validate, fund, and launch new products fast."
"AirPods Pro 3","https://www.apple.com/airpods-pro","Hardware","Premium ANC earbuds with Adaptive Audio, USB-C, and immersive Spatial sound."
"Form&Fun","https://www.formandfun.co","Design Studio","Playful studio crafting standout brands, websites, and motion-led experiences."
"Atomize","https://atomizedesign.com","Design Studio","Design-engineering team shipping fast UI systems, brands, and front-end builds."
"PlayerZero","https://playerzero.ai","SaaS / DevTool","User issue tracking that turns customer signals into clear, fixable bugs."
"Hurt Feelings","https://www.hurt-feelings.com","Design Studio","Independent studio making brave brand identities and expressive web work."
"Mercury","https://mercury.com","Fintech","Banking for startups: accounts, cards, payments, and modern treasury tools."
"Undone","https://undone.com","Design Studio","Creative studio building bold identities, campaigns, and digital products."
"Curated Supply","https://curated.supply","E-commerce","Curated marketplace of quality goods from independent makers and brands."
"Plasticity","https://www.plasticity.xyz","AI Tool","Tools and research to train, inspect, and deploy high-performance LLMs."
"Parallel","https://parallel.ai","AI Tool","AI data platform for synthetic data, labeling, evaluation, and quality."
"Taskco","https://taskco.webflow.io","Template","Webflow template for task SaaS: feature pages, pricing, blog, and support."
"Roomie","https://roomie.framer.website","Template / Real Estate","Framer template for roommate or rental listings with map, cards, and contact."
"PostHog","https://posthog.com","SaaS / Analytics","Product OS: analytics, session replay, feature flags, and A/B testing in one."
"Tempo","https://tempo.xyz","Product Studio","Studio designing thoughtful software, brands, and digital experiences."
"Antonin Saurat","https://www.antoninsaurat.work","Portfolio","Designer-developer portfolio with type-driven, interactive web projects."
"Latitude.sh","https://latitude.sh","Cloud / SaaS","Developer-first bare-metal cloud: GPUs, APIs, global regions, clear pricing."
"Operate","https://operate.so","SaaS","AI-assisted operations workspace to automate tasks, docs, and workflows."
"Tandem.bi","https://tandem.bi","SaaS / Analytics","Collaborative BI: shared metrics, dashboards, and dependable data workflows."
"Jonas","https://jonas-template.framer.website","Template / Portfolio","Minimal Framer portfolio template with clean grid case studies and about page."
"Fin","https://fin.ai","AI Tool / Support","AI support agent that answers customer questions and resolves tickets fast."
"The Webflow Way","https://webflow.com/blog/webflow-way","Education / Design","Lessons and stories on building for the web the Webflow way."
"Shelby","https://shelby.xyz","AI Tool","AI research and reading assistant for faster insight from complex sources."
"Redo Media","https://redomedia.com","Media / Creative","Content studio helping brands produce sharp video and digital stories."
"Canals and Windmills","https://canalsandwindmills.com","Design Studio","Independent studio crafting thoughtful brands, sites, and visuals."
"Kastle","https://www.kastle.ai","AI Tool","AI workspace that organizes info, answers questions, and speeds decisions."
"Wispr Flow","https://wispr.ai","Hardware / AI","Wearable + AI interface aimed at natural, hands-free computing."
"The Defense Reformation","https://thedefensereformation.com","Media / Public Policy","Writing on defense tech, doctrine, and modern deterrence."
"Bridge Consulting","https://bridge.consulting","Consulting","Advisory for strategy, operations, and digital execution."
"Duna","https://duna.com","Fintech","Payments and financial tools for growing businesses in emerging markets."
"L'Étude","https://letude.group","Design Studio","Paris-based studio shaping brand identities and digital experiences."
"Monograph","https://monograph.com","SaaS / Ops","Project and practice management software for architecture firms."
"Anatoly Ivanov","https://anatoly.design","Portfolio","Designer portfolio showcasing type-led, interactive web work."
"re_","https://regrocery.co","E-commerce / Sustainability","Refill-first grocery brand delivering low-waste staples and home goods."
"Studio Almond","https://www.almond.studio","Design Studio","Brand and web studio building elegant, conversion-focused experiences."
"Gradient Labs","https://gradient-labs.ai","AI Studio","Applied AI studio researching, prototyping, and shipping ML products."
"Graza","https://www.graza.co","E-commerce / CPG","Squeeze-bottle olive oil brand delivering fresh, single-origin EVOO."
"Paraform","https://paraform.com","SaaS / Hiring","Platform connecting companies with vetted talent for open roles."
"Rare Assembly","https://rareassembly.com","Design Studio","Creative studio crafting distinct brands, campaigns, and websites."
"The New Industrials","https://thenewindustrials.com","Media / Analysis","Newsletter exploring modern manufacturing, energy, and hard tech."
"The Unwash","https://theunwash.com","Media / Reviews","Publication spotlighting mission-driven brands with honest, useful product reviews."
"Town","https://www.town.com","Fintech / AI Tax","AI-powered tax prep and advice for startups and SMBs with dedicated human experts."
"Basewell","https://www.basewell.com","SaaS / AI","No-code AI platform for enterprise search, training, and automated knowledge workflows."
"Firecrawl","https://www.firecrawl.dev","AI Tool / Data","Web data API for AI—crawl, search, and extract clean, LLM-ready content at scale."
"Saint Urbain","https://www.sainturbain.com","Design Agency","Brand and digital studio crafting expressive identities, campaigns, and websites."
"Julius","https://outlinetype.com/julius","Typeface","High-contrast display typeface designed for striking editorial and identity use."
"GT Pantheon","https://gt-pantheon.com","Typeface","Elegant, size-specific serif family built for display, text, and micro typography."
"Kus","https://mikekus.com","Portfolio / Creative","Mike Kus’s portfolio—bold web, brand, illustration, and photography projects."
"The Equity Fund","https://theequityfund.org","Nonprofit / Climate","Philanthropy advancing equitable climate action with local, community-led power."
"New Layer Capital","https://nlc.obys.agency","Venture Capital","Investment firm backing companies building on Bitcoin across energy and apps."
"Daniel Sun","https://danielsun.co","Portfolio","Designer portfolio site."
"Pepette","https://pepette.co","E-commerce / CPG","Fresh pet-food brand."
"Mirage","https://mirage.framer.media","Template","Framer template for AI/SaaS—high-impact pages optimized for launches that convert."
"Vlad Zaporozhskyi","https://www.zapovlad.com","Portfolio","Toronto product designer focused on joyful interactions and scalable systems."
"TOP","https://top.studio","Design Studio","Creative studio."
"NewWorld","https://newworld.com","Creative / Strategy","Cultural intelligence agency."
"Cluely","https://cluely.com","AI Tool","Real-time meeting copilot offering guidance, feedback, and instant follow-ups."
"Jords+Co","https://jordsandco.com","Design Studio","Brand and web studio."
"Aino","https://aino.agency","Design Agency","European brand and digital studio delivering refined identities and websites."
"DICE","https://dice.fm","Ticketing / Entertainment","Ticketing app for live music, festivals, and clubs with discovery, waitlists, resales."
"Cash App","https://cash.app","Fintech","Peer-to-peer payments, banking, cards, and investing in one mobile-first fintech app."
"&Fold™","https://andfold.co","Design Studio","Brand and digital studio crafting identities, websites, and motion for modern companies."
"Penny Pension","https://pennypension.com","Fintech / Retirement","Retirement app automating contributions, tracking growth, and simplifying long-term planning."
"Cyphr","https://www.cyphr.studio","Design Studio","Design studio and product partner delivering brands, websites, and digital systems."
"NTGent","https://ntgent.be","Arts & Culture / Theatre","City theatre producing contemporary performances, festivals, and cultural programs."
"Elegant Seagulls","https://elegantseagulls.com","Design Agency","Award-winning creative agency building bold brands, websites, and campaign experiences."
"Devouring Details","https://devouringdetails.com","Media / Design Blog","Design blog exploring packaging, branding, spaces, and product details that delight."
"Best Friend Finance","https://www.bestfriend.finance","Fintech / Education","Personal finance guides, tools, and coaching to build confident money habits and plans."
"Kinhive","https://kinhive.com","SaaS / Community","SaaS for community-led growth with member tools, analytics, monetization, and payments."
"Rise at Seven","https://riseatseven.com","Marketing Agency","Search-led creative agency driving growth with PR, content, and technical SEO."
"Solflare","https://solflare.com","Crypto / Wallet","Non-custodial Solana wallet for DeFi, NFTs, staking, and secure cross-platform access."
"Baseform","https://baseform.com","SaaS / Analytics","Data and analytics software for monitoring, modeling, and long-term asset planning."
"Recraft","https://recraft.ai","AI Tool / Design","AI design tool generating vector art, icons, textures, and brand-ready illustrations."
"Thursday","https://thursdayapp.com","Consumer App / Dating","Dating app built around weekly drops, live events, and real-world meetups."
"Revitin","https://revitin.com","E-commerce / CPG","Prebiotic toothpaste brand offering gentle, non-toxic oral care for daily use."
"Sunrise Robotics","https://sunriserobotics.com","Robotics / Hardware","Robotics company building autonomous systems and tools for real-world operations."
"Payman","https://payman.io","Fintech / Payroll","Payroll and payments platform simplifying global payouts, compliance, and reporting."
"Sidestage","https://www.sidestage.vc","Venture Capital","Venture firm backing early founders with capital, community, and hands-on support."
"Speakeasy","https://www.speakeasy.com","SaaS / Community","Platform for private communities to run memberships, events, and curated experiences."
"Telescope","https://telescope.fyi","Media / Directory","Tech trend tracker and directory curating tools, startups, and ideas worth watching."
"PrimeLink","https://www.primelink.io","SaaS","Link management and tracking to route audiences, analyze clicks, and grow funnels."
"Streamtime","https://streamtime.net","SaaS / PM","Job planning, time tracking, and invoicing software built for creative studios."
"Outtake","https://www.outtake.ai","AI Tool / Video","AI platform that turns scripts and assets into production-ready video variations."
"PUR+ Architekten","https://purplus.de","Architecture Studio","Contemporary architecture practice designing human-centered spaces and systems."
"Dropbox Dash × McLaren F1","https://dropbox.com/dash","Campaign / Case Study","Collab showcase of AI search and workflows powering elite motorsport operations."
"Last Studio","https://last-studio.framer.website","Template / Portfolio","Framer template for studios—bold grid, crisp type, and ready-to-ship case layouts."
"Flank","https://flank.com","Product Studio","Venture partner building and shipping thoughtful digital products and brands."
"Hypra","https://hypra.studio","Design Studio","Brand, 3D, and web studio crafting immersive identities and interactive sites."
"Dapper","https://meetdapper.com","Crypto / Wallet","Consumer crypto wallet enabling apps, NFTs, and payments with simple onboarding."
"Aether 1","https://www.aether1.ai","AI Tool / Agents","Autonomous AI agents that research, plan, and execute multi-step workflows."
"Frank Chimero","https://frankchimero.com","Portfolio","Designer–writer portfolio exploring design, culture, and thoughtful web essays."
"Resend","https://resend.com","SaaS / DevTool","Developer-first email API with templates, webhooks, logs, and reliable delivery."
"Composio","https://composio.dev","AI Tool / Dev","Connect AI agents to 100+ apps and APIs with secure actions, auth, and monitoring."
"Alone in New York","https://aloneinnewyork.com","Media / Photography","Photo series capturing quiet, cinematic moments across New York’s streets."
"Finta","https://www.finta.com","SaaS / Fundraising","Fundraising OS for startups: data rooms, pipeline tracking, and investor updates."
"Mikki Sindhunata","https://mikkisindhunata.com","Portfolio","Designer–developer portfolio with type-forward, interactive web experiments."
"Anime.js","https://animejs.com","DevTool / Library","Lightweight JS animation library for CSS, SVG, DOM, and JS object motion."
"Windsurf","https://windsurf.com","DevTool / IDE","AI-powered IDE that plans, edits, and ships code with agentic workflows."
"Intercom Design","https://intercom.design","Design System","Intercom’s system: foundations, components, patterns, and accessibility guidance."
"Metaview","https://metaview.ai","AI Tool / Hiring","Interview intelligence that records, transcribes, and analyzes hiring calls."
"HiPortfolio","https://hiportfolio.co","Template / Portfolio","No-code portfolio builder with templates, case-study blocks, and simple CMS."
"Orbi","https://orbi.studio","Design Studio","Brand and product studio crafting identities, websites, and digital systems."
"Coidar","https://coidar.com","AI Tool / Dev","AI coding assistant and docs search to speed reviews, fixes, and onboarding."
"Velora Home","https://www.velorahome.com","E-commerce / Home","Luxury home textiles and décor: handcrafted bedding, linens, and refined accents."
"Juice","https://juice.studio","Design Studio","Creative studio building bold brands, campaigns, and expressive web work."
"Ragged Edge","https://raggededge.com","Brand Agency","London brand agency creating category-defining identities and brave strategies."
"Realm","https://www.withrealm.com","Real Estate / Fintech","Home valuation and equity insights to plan renovations, buys, or refinancing."
"Advis Law","https://advishawaii.com","Legal Services","Hawaii law firm offering business, real estate, and litigation counsel."
"Collserola","https://collserola.com","Design Studio","Independent studio crafting modern brands, sites, and product experiences."
"Studio Juicebox","https://studiojuicebox.com","Design Studio","Design & dev team for web, 3D, and motion—playful, fast, conversion-minded."
"Nothing","https://nothing.tech","Consumer Electronics","Minimalist phones, earbuds, and OS designed with striking transparent aesthetics."
"Patch","https://www.patch.io","Climate Tech / SaaS","Carbon removal and climate API to measure, reduce, and offset corporate impact."
"Please Call Me Champ","https://pleasecallmechamp.com","Portfolio / Creative","Designer portfolio with sharp type, motion, and thoughtful interactive pieces."
"Not a Number","https://notanumber.io","Creative Studio","Experimental studio exploring art, code, and playful interactive projects."
"Dream Recorder","https://dreamrecorder.io","Media / Art","Visual project turning dream narratives into cinematic, generative artworks."
"Eliot Besson","https://eliotbesson.com","Portfolio","Designer–developer portfolio featuring type-forward, interactive web work."
"Potion","https://mixpotion.co","SaaS / Video Outreach","Create personalized videos at scale for outreach, sales, and onboarding."
"Nicolas Bussière","https://www.nicolasbussiere.com","Portfolio","Designer–developer portfolio with refined type, motion, and client case studies."
"Adaline","https://adaline.co","Brand / Studio","Creative venture."
"Dia","https://www.diabrowser.com","Software / Browser","Lightweight, privacy-first browser focused on speed, tabs, and reading flow."
"Quartzo Studio","https://quartzo.studio","Design Studio","Brand and web studio."
"Sergey Lisovskiy","https://lisovskiy.work","Portfolio","Product designer portfolio—systems, mobile, and polished interactive work."
"Jordan Jenkins","https://www.jkane.co","Portfolio","Creative director portfolio blending strategy, identity, and digital builds."
"Afterwork Industries","https://madeafterwork.com","Design Studio","Independent studio crafting expressive brands, digital products, and sites."
"Visual Electric","https://visualelectric.com","AI Tool / Imaging","AI image tool for designers."
"Spencer Lowell","https://www.spencerlowell.com","Portfolio / Photography","Photographer portfolio capturing science, tech, and surreal everyday scenes."
"Cap","https://cap.so","DevTool / Utility","Fast screen recorder for crisp, shareable captures on desktop."
"Jasper","https://www.jasper.ai","AI Tool / Writing","AI marketing copilot for brand-safe copy, campaigns, and on-brand content."
"Merus","https://www.merus1894.com","E-commerce / Lifestyle","Heritage label offering crafted goods with a classic, European sensibility."
"Parabol","https://parabol.fi","Design Studio","Finland-based studio delivering brand systems, web, and product design."
"Studio B","https://studiob.design","Design Studio","Brand and digital studio."
"Emily Lonetto","https://emilylonetto.com","Portfolio","Growth leader portfolio—playbooks, case studies, and product experiments."
"Collider","https://www.drinkcollider.com","E-commerce / CPG","Better-for-you energy drink brand with clean ingredients and bold flavors."
"Moore","https://john-moore.framer.website","Template / Portfolio","Framer portfolio template with clean grid, case blocks, and about/contact pages."
"CRUSH STUDIO","https://crush.enterprises","Design Studio","Creative studio building distinct brands, campaigns, and digital experiences."
"SuperHi.cv","https://www.superhi.cv","SaaS / Portfolio","Simple portfolio builder for creatives to showcase work and land clients."
"Avax.network","https://avax.network","Crypto / Blockchain","Smart-contract platform (Avalanche)."
"Deel","https://www.deel.com","SaaS / HR","Global hiring, payroll, and compliance for distributed teams in 150+ countries."
"Made With Gsap","https://madewithgsap.com","Gallery / Dev","Showcase of websites and experiments built with GSAP animations."
"Jake®","https://jake-food.com","E-commerce / Nutrition","Complete food brand."
"Letters","https://letters.app","SaaS / Writing","Minimal writing and publishing app for thoughtful letters and simple newsletters."
"ONBOX","https://www.onboxcreative.com","Design Studio","Brand and web studio delivering strategy, identity, and conversion-ready sites."
"Contentsquare","https://contentsquare.com","SaaS / Analytics","Digital experience analytics."
"Circula","https://www.circula.com/en?ref=a1.gallery","SaaS / Fintech","Employee expenses, travel, and benefits platform for modern finance teams."
"Tailscale","https://tailscale.com","DevTool / Networking","Zero-config mesh VPN for secure access across devices and networks."
"The Uncommon Founder","https://www.theuncommonfounder.com","Media / Education","Essays, playbooks, and tools on building unconventional, resilient companies."
"ANALOGUE","https://madebyanalogue.co.uk","Design Agency","UK studio crafting brands, digital products, and high-performing ecommerce sites."
"Muse Design Studio","https://musestudio.uk","Design Studio","Boutique studio building thoughtful brand identities, motion, and modern websites."
"Lué Studio®","https://lue.studio","Design Studio","Creative studio shaping refined brands and interactive web experiences."
"Pixelier Mache","https://www.a1.gallery/#","Portfolio / Creative","Experimental showcase of visuals, motion, and interactive web pieces."
"EQ Lab","https://eqlab.io","Design / R&D","Research-led team exploring AI, product strategy, and future-forward experiences."
"Carl Beaverson","https://carlbeaverson.com","Portfolio","Designer–developer portfolio with crisp case studies and polished UI work."
"Your Creative","https://yourcreative.com.au","Design Agency","Melbourne agency delivering brand systems, campaigns, and conversion-focused sites."
"Blackalgo","https://blackalgo.com","AI / Consulting","Applied AI partner turning data into tools, insights, and measurable outcomes."
"Muse","https://muse.place","Creative Studio","Brand and web studio delivering identity, content, and digital products."
"CMD+B","https://cmdb.studio","Design Studio","Design practice crafting visual identities, websites, and product interfaces."
"State of AI in Design","https://stateofai.design","Report / Research","Industry report on how AI reshapes workflows, tools, and creative processes."
"Contractbook","https://contractbook.com","SaaS / Legal","All-in-one contract management: draft, sign, organize, and automate workflows."
"STUDIO HERRSTRÖM","https://www.studioherrstrom.com","Design Studio","Scandinavian studio creating bold identities, editorial visuals, and websites."
"xAI","https://x.ai","AI Research","AI research company developing frontier models and real-world applications."
"Method","https://method.framer.media","Template","Framer template for agencies—clean sections, case grids, and fast publishing."
"Zig Zag Creative","https://zigzagcreative.co","Design Agency","Creative agency building energetic brands, motion, and digital campaigns."
"Daniella Marynova","https://hellodani.co","Portfolio","Art director portfolio blending cinematic visuals, type, and interactive craft."
"Tars","https://hellotars.com","SaaS / Chatbots","Build chatbots to qualify leads, book demos, and support customers at scale."
"Keynote","https://apple.com/keynote","Software / Presentation","Presentation tool for designing elegant slides, animations, and live demos."
"Bird","https://bird.com","Mobility / Transportation","Micromobility company offering scooter rentals and urban transport solutions."
"Human Voice Over","https://www.humanvoiceover.com","Audio / Services","Marketplace for premium human voiceovers with fast turnaround and revisions."
"GT Standard","https://gt-standard.com","Typeface","Versatile grotesk type family designed for brands, interfaces, and editorial."
"CS Transformation Report","https://transformation.intercom.com","Report / SaaS","Intercom’s customer service transformation report with trends and benchmarks."
"CASSETTE","https://www.cassettemusic.com","Music / Media","Label and creative collective releasing genre-bending music and experiences."
"Joyful Health","https://www.joyfulhealth.io","Health / Coaching","Faith-based wellness app with coaching, community, and habit-building tools."
"Swehl","https://swehl.com","E-commerce / Health","Modern postpartum essentials and education for new parents."
"Pacer","https://www.pacer.studio","Design Studio","Brand and product studio delivering strategy, identity, and performant sites."
"OFFF 2025","https://www.offf.barcelona","Conference / Festival","International creativity festival with talks, workshops, and immersive showcases."
"Eduard Bodak","https://www.eduardbodak.com","Portfolio","Designer portfolio featuring bold type, motion, and interactive case studies."
"Rabbits Black","https://rabbitsblack.com","Media / Music","Online magazine covering rock, festivals, and live music culture."
"Reown","https://reown.com","DevTool / Web3","Tools and APIs for wallet connections, web3 auth, and secure on-chain UX."
"Typography In Web Design","https://tiwd.courses","Education / Course","Practical course on typography systems, readability, and modern web type craft."
"Kindsight","https://kindsight.studio","Studio / Research","Strategy and design studio exploring brand, product, and culture insights."
"Bounti","https://bounti.com","Fintech / Rewards","Earn, track, and redeem rewards that grow with your everyday payments activity."
"Jacob Turner","https://jacobturner.design","Portfolio","Designer–developer portfolio with crisp case studies and interactive builds."
"Roman Tesliuk","https://romantesliuk.com","Portfolio","Product designer portfolio focused on clean UI, systems, and motion details."
"HiKeys—1977","https://www.hikeys1977.com","Music / Creative","Retro-inspired music and design project with bold visuals and collectible vibes."
"Amie","https://amie.so","SaaS / Productivity","Calendar and tasks in one fast app designed for focus, flow, and life planning."
"The Playa","https://theplaya.co","Creative Studio","Culture-led studio crafting brands, content, and experiential digital work."
"Jitter","https://jitter.video","SaaS / Motion","Browser-based motion design to animate UI, logos, and social posts in minutes."
"Uniswap","https://app.uniswap.org","Crypto / DeFi","Leading decentralized exchange to swap, earn, and manage ERC-20 tokens."
"Mural","https://mural.co","SaaS / Collaboration","Visual collaboration whiteboard for workshops, brainstorming, and teamwork."
"Hashnode","https://hashnode.com","SaaS / Blogging","Developer blogging platform with custom domains, drafts, and community reach."
"Worknight Studio","https://worknight.studio","Design Studio","Independent studio building distinctive brands, websites, and campaigns."
"Rail","https://rail.io","Fintech / Payments","Modern payments infrastructure powering global payouts and money movement."
"Ameba","https://ameba.studio","Design Studio","Brand and product studio creating expressive identities and modern sites."
"Epidemic Sound","https://epidemicsound.com","Music / Licensing","Royalty-free music and SFX library for creators, brands, and productions."
"Abode","https://www.abode.space","Interiors / Design","Studio crafting thoughtful interiors, spaces, and visual identity systems."
"Personio","https://www.personio.com","SaaS / HR","All-in-one HR platform for SMEs: hiring, payroll, time off, and performance."
"Hurry Up & Have Fun","https://www.hurryupandhavefun.com","Creative Studio","Playful studio making bold brands, motion, and interactive web experiences."
"Steel","https://steel.agency","Design Agency","Brand and digital agency delivering strategy, identity, and product design."
"Daybreak Studio","https://daybreak.studio","Design Studio","Brand and web studio focused on clarity, craft, and measurable outcomes."
"Navigate","https://nvg8.io","Web3 / DevTool","Tools and APIs to build identity-aware, on-chain apps with trusted data."
"Refresh Studio","https://refresh.studio","Design Studio","Boutique studio shipping identities, websites, and content that converts."
"Apollo","https://www.apollo.io","SaaS / Sales","B2B sales platform for prospecting, enrichment, outreach, and pipeline growth."
"TravelPerk","https://travelperk.com","SaaS / Travel","Business travel booking, policy control, spend tracking, and traveler support."
"SPACING","https://www.spacing.co","SaaS / Design Tool","Spacing and layout utility to plan scales, rhythm, and consistent UI spacing."
"The Stacked Store","https://stackedstore.com","E-commerce / Assets","Marketplace for design resources, mockups, and templates for fast shipping."
"Atlas","https://atlascard.com","Fintech / Card","Cash-back debit card and app with instant rewards and simple money tools."
"Eco","https://eco.com","Fintech","Spend and save app with rewards, high yield, and simple everyday payments."
"Mikko Fuselle","https://fuselle-template.framer.website/home/grid-02?ref=a1.gallery","Template / Portfolio","Framer portfolio template with bold grids, crisp type, and case-study layouts."
"Haptic","https://haptic.studio","Design Studio","Brand and product studio crafting tactile, human-centered digital experiences."
"Sonder Studio","https://sonder.studio","Design Studio","Independent studio building thoughtful brands, sites, and motion systems."
"Click Therapeutics","https://www.clicktherapeutics.com","HealthTech / DTx","Prescription-grade digital therapeutics that treat disease through software."
"MMI Festival","https://festival.mmilens.fr","Festival / Photography","Student-led festival showcasing visual storytelling, media, and design work."
"Caladan","https://caladan.bio","Biotech","Platform biotech advancing programmable biology and next-gen therapeutics."
"Konolee","https://konolee.com","Design Studio","Studio creating refined identities, packaging, and modern web experiences."
"OneLeft","https://oneleft.co","Product Studio","Venture studio partnering with founders to design and ship new products."
"Peter Tarka","https://petertarka.com","Portfolio / 3D","3D artist portfolio featuring high-impact visuals for brands and campaigns."
"Osmo","https://playosmo.com","EdTech","Playful learning platform blending hands-on games with interactive tech."
"Coinsetters","https://coinsetters.com","Fintech / Crypto","Tools and insights for digital assets, trading, and modern crypto finance."
