name,url,category,description,hidden,slug,url_key
Redbrick,https://redbrick.coffee,E-commerce,"Specialty coffee roaster with seasonal beans, brews, and subscriptions.",False,redbrick,redbrick.coffee
Redbrick,https://redbrick.coffee,E-commerce,"Specialty coffee roaster with seasonal beans, brews, and subscriptions.",False,redbrick,redbrick.coffee
Reflect,https://reflect.app,SaaS / Productivity,Note-taking app with networked thought and daily reflections,False,reflect,reflect.app
Relocate Now,https://www.relocatenow.io,Relocation  /  Platform,"One hub for visas, housing, tax, and perks to simplify moving abroad.",False,relocate-now,relocatenow.io
Renew Home,https://www.renewhome.com,Climate  /  Home,Home energy upgrades and insights to lower bills and reduce carbon impact.,False,renew-home,renewhome.com
Reown,https://reown.com,Developer Tool,"Tools and APIs for wallet connections, web3 auth, and secure on-chain UX.",False,reown,reown.com
Reown,https://reown.com,Developer Tool,"Tools and APIs for wallet connections, web3 auth, and secure on-chain UX.",False,reown,reown.com
Replika,https://replika.ai,AI / Chatbot,AI companion chatbot for emotional support and conversation,False,replika,replika.ai
Resend,https://resend.com,SaaS / Developer Tool,"Developer-first email API with templates, webhooks, logs, and reliable delivery.",False,resend,resend.com
Retool,https://retool.com,SaaS / No-Code,Low-code platform for building internal tools.,False,retool,retool.com
Revitin,https://revitin.com,E-commerce,"Prebiotic toothpaste brand offering gentle, non-toxic oral care for daily use.",False,revitin,revitin.com
Revitin,https://revitin.com,E-commerce,"Prebiotic toothpaste brand offering gentle, non-toxic oral care for daily use.",False,revitin,revitin.com
Reworkd,https://www.reworkd.ai,AI / Agents,"Build, run, and monitor AI agents for research, ops, and automation.",False,reworkd,reworkd.ai
Rhea,https://www.rhea-fertility.com,Health / Wellness,"Global fertility platform with clinics, egg bank, and tech-enabled care.",False,rhea,rhea-fertility.com
Rickle,https://rickleai.com,AI / Agents,AI agent platform for business intelligence and automation,False,rickle,rickleai.com
Rise at Seven,https://riseatseven.com,Agency / Studio,"Search-led creative agency driving growth with PR, content, and technical SEO.",False,rise-at-seven,riseatseven.com
Rival Insights,https://rivalinsights.xyz,AI / Agents,AI-powered competitive intelligence and market analysis,False,rival-insights,rivalinsights.xyz
Robin Spielmann,https://www.iamrob.in,AI Tool,"Designer portfolio featuring crisp product UI, systems, and motion detail.",False,robin-spielmann,iamrob.in
Roomie,https://roomie.framer.website,Template,"Framer template for roommate or rental listings with map, cards, and contact.",False,roomie,roomie.framer.website
Rubie,https://rubiehq.com,Saas  /  Post-Sale Ops,Automate customer provisioning and configuration to speed onboarding.,False,rubie,rubiehq.com
Rune,https://www.rune.energy,Climate  /  Compute,Monetizes wasted clean energy by converting surplus power into computation.,False,rune,rune.energy
Rune,https://www.rune.energy,Climate  /  Compute,Monetizes wasted clean energy by converting surplus power into computation.,False,rune,rune.energy
SLR Consulting,https://www.slrconsulting.com,Consulting  /  Sustainability,Global environmental and advisory consultancy for industry and infrastructure.,False,slr-consulting,slrconsulting.com
SPACING,https://www.spacing.co,SaaS / Design,"Spacing and layout utility to plan scales, rhythm, and consistent UI spacing.",False,spacing,spacing.co
STUDIO HERRSTRÖM,https://www.studioherrstrom.com,Agency / Studio,"Scandinavian studio creating bold identities, editorial visuals, and websites.",False,studio-herrstr-m,studioherrstrom.com
Saint Urbain,https://www.sainturbain.com,AI / Code,"Brand and digital studio crafting expressive identities, campaigns, and websites.",False,saint-urbain,sainturbain.com
Saint Urbain,https://www.sainturbain.com,AI / Code,"Brand and digital studio crafting expressive identities, campaigns, and websites.",False,saint-urbain,sainturbain.com
Salad Creative,http://saladcreative.com,Design/Creative,"Salad Creative is a creative design platform offering professional design tools, UI/UX resources, graphic assets, templates, and inspiration for designers creating exceptional experiences.",False,salad-creative,saladcreative.com
Salesmate AI Agents,https://www.salesmate.io/ai-agents,AI / Agents,AI-powered sales automation and CRM intelligence platform,False,salesmate-ai-agents,salesmate.io/ai-agents
Sana,https://sana.ai,Education,"AI-native knowledge platform for search, learning, and automated answers.",False,sana,sana.ai
Sania Saleh,https://www.sania.io,Portfolio,"Product designer portfolio—systems thinking, motion, and polished UI work.",False,sania-saleh,sania.io
SayBriefly,https://say-breifly.webflow.io,AI Tool,"AI turns client calls into clear transcripts, summaries, and actionable briefs.",False,saybriefly,say-breifly.webflow.io
Schema,https://www.schema.supply,E-commerce,"Curated design tools and resources for brand, type, and digital work.",False,schema,schema.supply
Self Aware,https://selfaware.studio,Agency / Studio,"Strategy-led studio building clear identities, product design, and web.",False,self-aware,selfaware.studio
Self Aware,https://selfaware.studio,Agency / Studio,"Strategy-led studio building clear identities, product design, and web.",False,self-aware,selfaware.studio
Semplice V7,https://www.semplice.com/v7,SaaS / Design,"WordPress-based portfolio system for designers—fully custom, no templates.",False,semplice-v7,semplice.com/v7
Sensa,https://sensa.framer.website,Template,"Framer portfolio template with clean grids, case sections, and easy publishing.",False,sensa,sensa.framer.website
September Works,https://www.september.works,Agency / Studio,"Interface design studio making beautiful, functional, innovative UX.",False,september-works,september.works
September Works,https://www.september.works,Agency / Studio,"Interface design studio making beautiful, functional, innovative UX.",False,september-works,september.works
Sergey Lisovskiy,https://lisovskiy.work,Portfolio,"Product designer portfolio—systems, mobile, and polished interactive work.",False,sergey-lisovskiy,lisovskiy.work
Sergey Lisovskiy,https://sergeylisovskiy.com,Personal/Portfolio,"Sergey Lisovskiy is a professional portfolio website showcasing creative work, design projects, case studies, and achievements with stunning visual presentation and user-friendly navigation.",False,sergey-lisovskiy,sergeylisovskiy.com
Serplux,https://serplux.com,AI / Agents,AI agent platform for SEO and digital marketing automation,False,serplux,serplux.com
Shawn Lukas,https://shawnlukas.com,Portfolio,"Designer–director portfolio blending brand, motion, and interactive builds.",False,shawn-lukas,shawnlukas.com
Shelby,https://shelby.xyz,AI Tool,AI research and reading assistant for faster insight from complex sources.,False,shelby,shelby.xyz
Shinkai,https://www.shinkai.com,AI / Agents,AI agent platform for workflow automation and intelligence,False,shinkai,shinkai.com
Shuttle,https://www.shuttle.dev,SaaS / Design,"Rust-native serverless platform to build, deploy, and scale backends fast.",False,shuttle,shuttle.dev
Sidekick,https://sidekickbar.com,AI / Code,AI assistant sidebar for productivity and task management,False,sidekick,sidekickbar.com
Sidestage,https://www.sidestage.vc,Developer Tool,"Venture firm backing early founders with capital, community, and hands-on support.",False,sidestage,sidestage.vc
SimpliFlow AI,https://www.simpliflowai.com,AI / Agents,AI-powered workflow automation and process optimization,False,simpliflow-ai,simpliflowai.com
Sketch,https://www.sketch.com,SaaS / Design,"Vector design platform for UI, prototyping, and collaborative handoff.",False,sketch,sketch.com
Sling,https://getsling.com,SaaS / Communication,"Employee scheduling, time tracking, and team messaging for shift work.",False,sling,getsling.com
Spaces,https://spaces.is,Agency / Studio,"Minimal, systems-driven brand and web design for ambitious companies.",False,spaces,spaces.is
Spellbook,https://www.spellbook.legal,AI / Code,"GPT-powered contract drafting and review inside Word, trained on legal data.",False,spellbook,spellbook.legal
Spencer Gabor,https://spencergabor.work,Portfolio,"Illustrator–designer portfolio with vibrant brand, editorial, and motion work.",False,spencer-gabor,spencergabor.work
Spot,https://www.spot.ai,SaaS / Security,"AI video platform turning camera footage into safety, ops, and security insights.",False,spot,spot.ai
Stack AI,https://www.stack-ai.com,AI / Agents,AI agent platform for enterprise automation and workflows,False,stack-ai,stack-ai.com
Steel,https://steel.agency,Agency / Studio,"Brand and digital agency delivering strategy, identity, and product design.",False,steel,steel.agency
Stripe,https://stripe.com,Fintech / Payments,Payment processing platform and APIs for businesses to accept payments.,False,stripe,stripe.com
Stripe Dev,https://stripe.dev,Developer Tool,"Stripe’s developer hub with guides, examples, SDKs, and API tooling.",False,stripe-dev,stripe.dev
Stripe Dot Dev,https://stripe.dev,Developer Tool,"Stripe’s developer hub with guides, examples, SDKs, and API tooling.",False,stripe-dot-dev,stripe.dev
Stripe Sessions,https://stripesessions.com,Developer Tool,Stripe’s annual product and developer conference and session archive.,False,stripe-sessions,stripesessions.com
Studio Almond,https://www.almond.studio,Agency / Studio,"Brand and web studio building elegant, conversion-focused experiences.",False,studio-almond,almond.studio
Studio Almond,https://www.almond.studio,Agency / Studio,"Brand and web studio building elegant, conversion-focused experiences.",False,studio-almond,almond.studio
Studio Herrström,https://www.studioherrstrom.com,Agency / Studio,"Scandinavian studio creating bold identities, editorial visuals, and websites.",False,studio-herrstr-m,studioherrstrom.com
Succinct,https://www.succinct.xyz,Crypto  /  Zk,Decentralized prover network and tools that make zero-knowledge easy.,False,succinct,succinct.xyz
Sui Overflow 2025,https://sui.io/overflow,E-commerce,"Developer conference for Sui: talks, workshops, and hands-on dApp building.",False,sui-overflow-2025,sui.io/overflow
Summer Smash Tennis,https://summersmashtennis.ca,Education,"Vancouver tennis lessons and camps for kids and adults, all levels.",False,summer-smash-tennis,summersmashtennis.ca
SuperHi,https://www.superhi.com,SaaS / Design,"Creative coding and design courses with projects, tools, and community.",False,superhi,superhi.com
SuperHi.cv,https://www.superhi.cv,SaaS / Design,Simple portfolio builder for creatives to showcase work and land clients.,False,superhi-cv,superhi.cv
SuperHi.cv,https://www.superhi.cv,SaaS / Design,Simple portfolio builder for creatives to showcase work and land clients.,False,superhi-cv,superhi.cv
Superblocks,https://www.superblocks.com,AI / Agents,AI-powered internal tool builder and workflow automation,False,superblocks,superblocks.com
Superlist,https://www.superlist.com,SaaS / Productivity,"Modern tasks and notes app built for teams who want speed, focus, and flow.",False,superlist,superlist.com
Superscene,https://superscene.pro,Design Tool,3D mockup generator creating product visualizations,False,superscene,superscene.pro
Swehl,https://swehl.com,E-commerce,Modern postpartum essentials and education for new parents.,False,swehl,swehl.com
T72T,https://www.t72t.com,Portfolio,"Design portfolio showcasing bold visuals, web experiments, and identity work.",False,t72t,t72t.com
TYPO72TYPO,https://www.t72t.com,Portfolio,"Design portfolio showcasing bold visuals, web experiments, and identity work.",False,typo72typo,t72t.com
Tailscale,https://tailscale.com,Devtool  /  Networking,Zero-config mesh VPN for secure access across devices and networks.,False,tailscale,tailscale.com
TalkToAgent,https://www.talktoagent.com,AI / Chatbot,Conversational AI agent platform for customer service,False,talktoagent,talktoagent.com
Tandem.bi,https://tandem.bi,SaaS / Analytics,"Collaborative BI: shared metrics, dashboards, and dependable data workflows.",False,tandem-bi,tandem.bi
Tars,https://hellotars.com,SaaS / Marketing,"Build chatbots to qualify leads, book demos, and support customers at scale.",False,tars,hellotars.com
Taskco,https://taskco.webflow.io,SaaS / Productivity,"Webflow template for task SaaS: feature pages, pricing, blog, and support.",False,taskco,taskco.webflow.io
Tavus,https://www.tavus.io,AI / Code,"Create personalized, conversational AI video humans for sales and support.",False,tavus,tavus.io
Teable,https://teable.ai,AI / Agents,AI-powered database and spreadsheet automation platform,False,teable,teable.ai
TechTO,https://www.techto.org,Community  /  Events,"Canada’s tech community: events, talks, and networking across the ecosystem.",False,techto,techto.org
Tellers,https://www.tellers.ai,AI / Writing,AI-powered storytelling and content creation platform,False,tellers,tellers.ai
Tempo,https://tempo.xyz,SaaS / Design,"Studio designing thoughtful software, brands, and digital experiences.",False,tempo,tempo.xyz
The Department of Bed Intentions,https://bedintentions.com,Dtc  /  Home,"Bold bedding brand mixing artful prints with premium, comfy textiles.",False,the-department-of-bed-intentions,bedintentions.com
The Department of Bed Intentions,https://www.bedintentions.com,Arts/Crafts,"The Department of Bed Intentions is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,the-department-of-bed-intentions,bedintentions.com
The Finnish Institute in the UK and Ireland,https://fininst.uk,Cultural Institution,"Cultural institute linking Finland with the UK and Ireland through arts, research, events.",False,the-finnish-institute-in-the-uk-and-ireland,fininst.uk
The Leap,https://www.theleap.co,E-commerce,"All-in-one storefront for creators to sell digital products, courses, and kits.",False,the-leap,theleap.co
The Line Studio,https://thelinestudio.com,Agency / Studio,Boutique brand and web studio with elegant type and precise motion.,False,the-line-studio,thelinestudio.com
The Line Studio,https://thelinestudio.com,Agency / Studio,Boutique brand and web studio with elegant type and precise motion.,False,the-line-studio,thelinestudio.com
The New Industrials,https://thenewindustrials.com,Content / Media,"Newsletter exploring modern manufacturing, energy, and hard tech.",False,the-new-industrials,thenewindustrials.com
The Playa,https://theplaya.co,Agency / Studio,"Culture-led studio crafting brands, content, and experiential digital work.",False,the-playa,theplaya.co
The Stacked Store,https://stackedstore.com,E-commerce,"Marketplace for design resources, mockups, and templates for fast shipping.",False,the-stacked-store,stackedstore.com
The Uncommon Founder,https://www.theuncommonfounder.com,Education,"Essays, playbooks, and tools on building unconventional, resilient companies.",False,the-uncommon-founder,theuncommonfounder.com
The Unwash,https://theunwash.com,Content / Media,"Publication spotlighting mission-driven brands with honest, useful product reviews.",False,the-unwash,theunwash.com
The Webflow Way,https://webflow.com/blog/webflow-way,SaaS / No-Code,Visual web design platform allowing designers to build responsive websites without coding.,False,the-webflow-way,webflow.com/blog/webflow-way
Tiempo,https://tiempocompany.com,Content / Media,Culture-led media company serving US Latino audiences and advertisers.,False,tiempo,tiempocompany.com
Tiempo,https://www.tiempo.fitness,Healthcare/Wellness,"Tiempo is a digital health and wellness platform delivering healthcare solutions, wellness services, patient care tools, and health tracking for improved outcomes.",False,tiempo,tiempo.fitness
Tinyman,https://tinyman.org,Crypto  /  Defi,"Algorand DEX for swaps, liquidity, and staking with low-fee trades.",False,tinyman,tinyman.org
Tom Parkes,https://www.tparkes.com,Portfolio,Photographer/creative portfolio with cinematic visuals and editorial work.,False,tom-parkes,tparkes.com
Tomorrow,https://tomorrow.io,Saas  /  Weather,"Weather intelligence platform for forecasting, alerts, and risk planning.",False,tomorrow,tomorrow.io
Torch,https://torch-template.framer.website,Template,"Framer agency template with case grids, services, and smooth page transitions.",False,torch,torch-template.framer.website
Torq,https://torq.io,AI / Agents,AI-powered security automation and orchestration platform,False,torq,torq.io
Town,https://www.town.com,AI Tool,AI-powered tax prep and advice for startups and SMBs with dedicated human experts.,False,town,town.com
TravelPerk,https://travelperk.com,Saas  /  Travel,"Business travel booking, policy control, spend tracking, and traveler support.",False,travelperk,travelperk.com
Trawelt,https://trawelt.com,Travel  /  App,"Plan trips, share itineraries, and organize bookings with a simple mobile app.",False,trawelt,trawelt.com
Truvi,https://truvi.app,AI / Agents,AI agent platform for business intelligence and analytics,False,truvi,truvi.app
TwelveLabs,https://www.twelvelabs.io,AI / Code,"Multimodal AI that understands video for search, summarization, and insights.",False,twelvelabs,twelvelabs.io
TwelveLabs,https://www.twelvelabs.io,AI / Code,"Multimodal AI that understands video for search, summarization, and insights.",False,twelvelabs,twelvelabs.io
Two,https://two-template.webflow.io,Template,"Webflow portfolio template with clean grids, case layouts, and fast setup.",False,two,two-template.webflow.io
Tyce,https://www.tyce.ai,AI / Agents,AI agent platform for business process optimization,False,tyce,tyce.ai
Typography In Web Design,https://tiwd.courses,Education,"Practical course on typography systems, readability, and modern web type craft.",False,typography-in-web-design,tiwd.courses
Uncut,https://uncut.wtf,Content / Media,"Daily drops of weird internet links, tools, and cultural rabbit holes.",False,uncut,uncut.wtf
Undone,https://undone.com,AI / Code,"Creative studio building bold identities, campaigns, and digital products.",False,undone,undone.com
Upstatement,https://upstatement.com,Agency / Studio,"Digital product and brand studio crafting editorial-grade sites, apps, and systems.",False,upstatement,upstatement.com
Valentin,https://www.heyvalentin.club,Portfolio,"Designer portfolio with crisp type, motion, and thoughtful interactive work.",False,valentin,heyvalentin.club
Velora Home,https://www.velorahome.com,E-commerce,"Luxury home textiles and décor: handcrafted bedding, linens, and refined accents.",False,velora-home,velorahome.com
Vendredi Society,https://vendredi.co,AI Tool,"Strategy-led creative studio crafting brands, campaigns, and digital builds.",False,vendredi-society,vendredi.co
Vendredi Society,https://www.vendredi-society.com,Personal/Portfolio,"Vendredi Society is a professional portfolio website showcasing creative work, design projects, case studies, and achievements with stunning visual presentation and user-friendly navigation.",False,vendredi-society,vendredi-society.com
Vibrant,https://www.vibrantpractice.com,AI Tool,"AI tools for clinics: intake, notes, plans, and patient engagement automation.",False,vibrant,vibrantpractice.com
Visual Electric,https://visualelectric.com,AI / Image,"Visual Electric is an AI-powered platform leveraging machine learning, artificial intelligence, and automation to deliver intelligent solutions, predictive insights, and innovative technology.",False,visual-electric,visualelectric.com
Vlad Zaporozhskyi,https://www.zapovlad.com,Portfolio,Toronto product designer focused on joyful interactions and scalable systems.,False,vlad-zaporozhskyi,zapovlad.com
Vucko,https://vucko.co,Agency / Studio,"Motion-first brand studio building identities, systems, and toolkits.",False,vucko,vucko.co
Vucko,https://vucko.co,Agency / Studio,"Motion-first brand studio building identities, systems, and toolkits.",False,vucko,vucko.co
Webflow,https://webflow.com,SaaS / No-Code,Visual web design platform allowing designers to build responsive websites without coding.,False,webflow,webflow.com
Whalesync,https://www.whalesync.com,SaaS / No-Code,Bi-directional sync between databases and no-code tools in real time.,False,whalesync,whalesync.com
Whyser,https://www.whyser.ai,AI / Agents,AI-powered question answering and knowledge management,False,whyser,whyser.ai
Willis Tower,https://www.willistower.com,Real Estate  /  Landmark,"Chicago’s 110-story icon with offices, dining, and Skydeck views from The Ledge.",False,willis-tower,willistower.com
Willy Brauner,https://willybrauner.com,Portfolio,Designer–developer showcasing playful interactions and clean type systems.,False,willy-brauner,willybrauner.com
Windsurf,https://windsurf.com,AI / Code,"AI-powered IDE that plans, edits, and ships code with agentic workflows.",False,windsurf,windsurf.com
Wispr Flow,https://wispr.ai,Hardware  /  Ai,"Wearable + AI interface aimed at natural, hands-free computing.",False,wispr-flow,wispr.ai
Withrealm,https://www.withrealm.com,Fintech,"Home valuation and equity insights to plan renovations, buys, or refinancing.",False,withrealm,withrealm.com
Wittl,https://www.wittl.co,Agency / Studio,Brand and web studio crafting minimal identities and high-impact digital work.,False,wittl,wittl.co
Wittl,https://www.wittl.co,Agency / Studio,Brand and web studio crafting minimal identities and high-impact digital work.,False,wittl,wittl.co
Wonderchat,https://wonderchat.io,AI / Chatbot,AI chatbot platform for customer support and engagement,False,wonderchat,wonderchat.io
Wondermind,https://www.wondermind.com,Health / Wellness,"Expert-backed mental fitness content, tools, and conversations you can use.",False,wondermind,wondermind.com
Wondermind,https://www.wondermind.com,Health / Wellness,"Expert-backed mental fitness content, tools, and conversations you can use.",False,wondermind,wondermind.com
Worknight Studio,https://worknight.studio,AI Tool,"Independent studio building distinctive brands, websites, and campaigns.",False,worknight-studio,worknight.studio
WritingMate,https://new.writingmate.ai,AI / Writing,AI writing assistant and content creation platform,False,writingmate,new.writingmate.ai
Wynn,https://houseofwynn.co,Agency / Studio,Strategy-led studio crafting personality-rich brands and websites.,False,wynn,houseofwynn.co
Xpander,https://xpander.ai,AI / Agents,AI agent platform for business process expansion and automation,False,xpander,xpander.ai
Yianni Mathioudakis,https://www.yiannifive.com,Portfolio,"Motion-led creative director portfolio—3D, brand, and interactive work.",False,yianni-mathioudakis,yiannifive.com
Your Creative,https://yourcreative.com.au,AI Tool,"Melbourne agency delivering brand systems, campaigns, and conversion-focused sites.",False,your-creative,yourcreative.com.au
Zapier,https://zapier.com,SaaS / Automation,Workflow automation platform connecting apps without coding.,False,zapier,zapier.com
Zapier,https://zapier.com,SaaS / Automation,Workflow automation platform connecting apps without coding.,False,zapier,zapier.com
Zenwood Studio,https://zenwood.studio,Agency / Studio,Nature-inspired branding and websites with calm aesthetics and strong craft.,False,zenwood-studio,zenwood.studio
Zig Zag Creative,https://zigzagcreative.co,AI Tool,"Creative agency building energetic brands, motion, and digital campaigns.",False,zig-zag-creative,zigzagcreative.co
aaron-moody-design,https://aaron-moody-design.com,Agency / Studio,"aaron-moody-design is a creative agency delivering professional services including branding, design, marketing strategy, and consulting solutions tailored to help businesses achieve their goals.",False,aaron-moody-design,aaron-moody-design.com
abacus.com,https://abacus.com,Fintech,Expense reporting platform managing reimbursements,False,abacus-com,abacus.com
ablehealth.com,https://ablehealth.com,Health / Wellness,Healthcare technology improving patient outcomes,False,ablehealth-com,ablehealth.com
about.gitlab.com,https://about.gitlab.com,SaaS / Developer Tool,DevOps platform managing code repositories,False,about-gitlab-com,about.gitlab.com
absurd.design,https://absurd.design,Design / Creative,Surreal illustration library for creative projects,False,absurd-design,absurd.design
abyssale.com,https://abyssale.com/dynamic-images,SaaS / Marketing,Dynamic image generation platform creating personalized visuals,False,abyssale-com,abyssale.com/dynamic-images
acquire.io,https://acquire.io/mobile-sdk,SaaS / Developer Tool,Customer engagement SDK for mobile apps,False,acquire-io,acquire.io/mobile-sdk
activecollab.com,https://activecollab.com,SaaS / Productivity,Project management software organizing team work,False,activecollab-com,activecollab.com
actualbudget.com,https://actualbudget.com,Fintech,Budgeting app managing personal finances locally,False,actualbudget-com,actualbudget.com
adami-design,https://adami-design.com,Agency / Studio,"adami-design is a creative agency delivering professional services including branding, design, marketing strategy, and consulting solutions tailored to help businesses achieve their goals.",False,adami-design,adami-design.com
aerolab.co,https://aerolab.co/jampp,SaaS / Marketing,Mobile advertising platform acquiring app users,False,aerolab-co,aerolab.co/jampp
aerotime.com,https://aerotime.com,Content / Media,Aviation news platform covering aerospace industry updates,False,aerotime-com,aerotime.com
aesopwines.com,https://aesopwines.com,E-commerce,Wine subscription service curating artisanal selections,False,aesopwines-com,aesopwines.com
agency-or-porn,https://agency-or-porn.com,Agency / Studio,Creative agency and design studio,False,agency-or-porn,agency-or-porn.com
agency-survival-kits,https://agency-survival-kits.com,Agency / Studio,Creative agency and design studio,False,agency-survival-kits,agency-survival-kits.com
air.inc,https://air.inc,SaaS / Design,Creative asset management platform organizing files,False,air-inc,air.inc
airbase.io,https://airbase.io,Fintech,Spend management platform controlling company expenses,False,airbase-io,airbase.io
airdev.co,https://airdev.co,Developer Tool,No-code development agency building custom apps,False,airdev-co,airdev.co
albacross.com,https://albacross.com,SaaS / Marketing,B2B lead generation platform identifying website visitors,False,albacross-com,albacross.com
alexey-bokov-studio,https://alexey-bokov-studio.com,Agency / Studio,"alexey-bokov-studio is a creative agency delivering professional services including branding, design, marketing strategy, and consulting solutions tailored to help businesses achieve their goals.",False,alexey-bokov-studio,alexey-bokov-studio.com
alfredapp.com,https://alfredapp.com,SaaS / Productivity,Productivity app launching apps with shortcuts,False,alfredapp-com,alfredapp.com
algolia.com,https://algolia.com,SaaS / Developer Tool,Search API platform powering fast website search,False,algolia-com,algolia.com
alteredstatemachine.xyz,https://alteredstatemachine.xyz,AI / Image,AI-powered NFT project creating intelligent digital avatars,False,alteredstatemachine-xyz,alteredstatemachine.xyz
amplitude.com,https://amplitude.com,SaaS / Analytics,Product analytics platform for understanding user behavior.,False,amplitude-com,amplitude.com
ananth-pai,https://ananth-pai.com,AI Tool,AI-powered ai tool/saas solution,False,ananth-pai,ananth-pai.com
ancestry.com,https://ancestry.com,Service / Genealogy,Genealogy platform discovering family history,False,ancestry-com,ancestry.com
andrejilderda.nl,https://andrejilderda.nl,Portfolio,Product designer portfolio showcasing digital experiences,False,andrejilderda-nl,andrejilderda.nl
andyhooke.co.uk,https://andyhooke.co.uk,Portfolio,Freelance designer portfolio showcasing branding web projects,False,andyhooke-co-uk,andyhooke.co.uk
animaapp.com,https://animaapp.com,SaaS / Developer Tool,Design-to-code platform converting Figma to React automatically,False,animaapp-com,animaapp.com
announcekit.app,https://announcekit.app,SaaS / Marketing,Product changelog platform announcing updates,False,announcekit-app,announcekit.app
ante-meridiem-design,https://ante-meridiem-design.com,Agency / Studio,"ante-meridiem-design is a creative agency delivering professional services including branding, design, marketing strategy, and consulting solutions tailored to help businesses achieve their goals.",False,ante-meridiem-design,ante-meridiem-design.com
any.do,https://any.do,Productivity / App,To-do list app organizing tasks across devices,False,any-do,any.do
anylistapp.com,https://anylistapp.com,E-commerce,Grocery list app organizing shopping needs,False,anylistapp-com,anylistapp.com
apify.com,https://apify.com,SaaS / Developer Tool,Web scraping platform extracting data at scale,False,apify-com,apify.com
appcues.com,https://appcues.com,Saas / Product,User onboarding platform creating product tours,False,appcues-com,appcues.com
appfollow.io,https://appfollow.io,E-commerce,App store optimization tool managing reviews ratings,False,appfollow-io,appfollow.io
appradar.com,https://appradar.com,E-commerce,App store optimization tool improving rankings,False,appradar-com,appradar.com
apres.io,https://apres.io,AI Tool,Meeting intelligence platform capturing insights from conversations,False,apres-io,apres.io
apselon.co,https://apselon.co,Agency / Studio,Web design agency building custom digital solutions,False,apselon-co,apselon.co
arc-design-lab,https://arc-design-lab.com,Agency / Studio,"arc-design-lab is a creative agency delivering professional services including branding, design, marketing strategy, and consulting solutions tailored to help businesses achieve their goals.",False,arc-design-lab,arc-design-lab.com
argo-design,https://argo-design.com,Agency / Studio,"argo-design is a creative agency delivering professional services including branding, design, marketing strategy, and consulting solutions tailored to help businesses achieve their goals.",False,argo-design,argo-design.com
ark7.com,https://ark7.com/app,Fintech,Real estate investing platform buying fractional property shares,False,ark7-com,ark7.com/app
arrows.to,https://arrows.to,Saas,Customer onboarding platform creating interactive checklists,False,arrows-to,arrows.to
artboard.studio,https://artboard.studio,SaaS / Design,Graphic design tool creating mockups and graphics,False,artboard-studio,artboard.studio
artificial-studio,https://artificial-studio.com,AI Tool,AI-powered agency/studio solution,False,artificial-studio,artificial-studio.com
artup.io,https://artup.io,E-commerce,Art marketplace discovering and buying original artwork,False,artup-io,artup.io
ascendindiana.com,https://ascendindiana.com,Nonprofit / Community,Economic development organization supporting startups,False,ascendindiana-com,ascendindiana.com
ashfall-design,https://ashfall-design.com,Agency / Studio,"ashfall-design is a creative agency delivering professional services including branding, design, marketing strategy, and consulting solutions tailored to help businesses achieve their goals.",False,ashfall-design,ashfall-design.com
asknicely.com,https://asknicely.com,Saas / Cx,Customer feedback platform measuring NPS scores,False,asknicely-com,asknicely.com
assembled.com,https://assembled.com,SaaS / HR,Workforce management platform optimizing support team scheduling,False,assembled-com,assembled.com
astraflow.co,https://astraflow.co,SaaS / Productivity,Workflow automation platform connecting apps without code,False,astraflow-co,astraflow.co
at.cafe,https://at.cafe,SaaS / Productivity,Virtual cafe space for remote team casual conversations,False,at-cafe,at.cafe
attio.com,https://attio.com,SaaS / CRM,CRM platform organizing relationships with flexibility,False,attio-com,attio.com
audius.co,https://audius.co,Web3 / Music,Decentralized music streaming platform for artists,False,audius-co,audius.co
automatic.com,https://automatic.com,Iot / Automotive,Connected car adapter tracking driving habits,False,automatic-com,automatic.com
automator.design,https://automator.design,AI Tool,Figma automation plugin streamlining repetitive design tasks,False,automator-design,automator.design
aventr.com,https://aventr.com/happster/slack,SaaS / HR,Slack integration celebrating team wins,False,aventr-com,aventr.com/happster/slack
avirohealth,https://avirohealth.com,Health / Wellness,"avirohealth is a digital health and wellness platform delivering healthcare solutions, wellness services, patient care tools, and health tracking for improved outcomes.",False,avirohealth,avirohealth.com
avocode.com,https://avocode.com/design-copywriting,SaaS / Design,Design handoff tool exporting specs and assets,False,avocode-com,avocode.com/design-copywriting
awesomic.io,https://awesomic.io,Portfolio,Design subscription service providing unlimited design requests,False,awesomic-io,awesomic.io
azendoo.com,https://azendoo.com/task-pilot,SaaS / Productivity,Task management platform organizing team workflows,False,azendoo-com,azendoo.com/task-pilot
azzcat-design,https://azzcat-design.com,Agency / Studio,"azzcat-design is a creative agency delivering professional services including branding, design, marketing strategy, and consulting solutions tailored to help businesses achieve their goals.",False,azzcat-design,azzcat-design.com
backerkit.com,https://backerkit.com,AI Tool,Crowdfunding fulfillment platform managing rewards,False,backerkit-com,backerkit.com
baileyartstudio,https://baileyartstudio.com,AI Tool,AI-powered agency/studio solution,False,baileyartstudio,baileyartstudio.com
bakkendesignllc,https://bakkendesignllc.com,Agency / Studio,"bakkendesignllc is a creative agency delivering professional services including branding, design, marketing strategy, and consulting solutions tailored to help businesses achieve their goals.",False,bakkendesignllc,bakkendesignllc.com
bankjoy.com,https://bankjoy.com,Fintech / Banking,Digital banking platform for financial institutions,False,bankjoy-com,bankjoy.com
