name,url,category,description,hidden,reason
courtney-andrew,https://courtney-andrew.com,Other,"courtney-andrew is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,non_specific_category
coworking-limburg,https://coworking-limburg.com,Other,"coworking-limburg is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,non_specific_category
crated,https://crated.com,Other,"crated is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,non_specific_category
creatance,https://creatance.com,Other,"creatance is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,non_specific_category
creazione-siti-web,https://creazione-siti-web.com,Other,"creazione-siti-web is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,non_specific_category
crema-a-coffee-brewtique,https://crema-a-coffee-brewtique.com,Other,"crema-a-coffee-brewtique is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,non_specific_category
cremalab,https://cremalab.com,Other,"cremalab is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,non_specific_category
critique-that-shit,https://critique-that-shit.com,Other,"critique-that-shit is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,non_specific_category
crossfit-westside,https://crossfit-westside.com,Other,"crossfit-westside is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,non_specific_category
crows-nest,https://crows-nest.com,Other,"crows-nest is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,non_specific_category
crystal-eyes,https://crystal-eyes.com,Other,"crystal-eyes is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,non_specific_category
css-box-model-t-shirt,https://css-box-model-t-shirt.com,Other,"css-box-model-t-shirt is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,non_specific_category
css-hat,https://css-hat.com,Other,"css-hat is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,non_specific_category
css-icon,https://css-icon.com,Other,"css-icon is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,non_specific_category
css-piffle,https://css-piffle.com,Other,"css-piffle is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,non_specific_category
css-piffle-pitch-deck,https://css-piffle-pitch-deck.com,Other,"css-piffle-pitch-deck is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,non_specific_category
css3-buttons,https://css3-buttons.com,Other,"css3-buttons is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,non_specific_category
cssfilters-co,https://cssfilters-co.com,Other,"cssfilters-co is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,non_specific_category
cssrefresh,https://cssrefresh.com,Other,"cssrefresh is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,non_specific_category
cue,https://cue.com,Other,"cue is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,non_specific_category
cupcake-ipsum,https://cupcake-ipsum.com,Other,"cupcake-ipsum is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,non_specific_category
cupcakes,https://cupcakes.com,Other,"cupcakes is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,non_specific_category
curio-productions,https://curio-productions.com,Other,"curio-productions is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,non_specific_category
currys-the-future-is-now,https://currys-the-future-is-now.com,Other,"currys-the-future-is-now is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,non_specific_category
curve,https://curve.com,Other,"curve is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,non_specific_category
custom-photobooth-software,https://custom-photobooth-software.com,Saas,"custom-photobooth-software is a cloud-based SaaS platform delivering powerful software solutions, seamless integrations, and enterprise-grade tools for modern businesses seeking efficiency and scalability.",False,invalid_official_url
cybeer-bar,https://cybeer-bar.com,Other,"cybeer-bar is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,non_specific_category
cyber-duck-augmented-reality-christmas-card,https://cyber-duck-augmented-reality-christmas-card.com,SaaS / HR,"cyber-duck-augmented-reality-christmas-card is a cloud-based SaaS platform delivering powerful software solutions, seamless integrations, and enterprise-grade tools for modern businesses seeking efficiency and scalability.",False,invalid_official_url
cydstumpel,https://cydstumpel.com,Other,"cydstumpel is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,non_specific_category
cypressx,https://cypressx.com,Other,"cypressx is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,non_specific_category
cyril-conton,https://cyril-conton.com,Other,"cyril-conton is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,non_specific_category
cystyle,https://cystyle.com,Other,"cystyle is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,non_specific_category
d-s-higdon,https://d-s-higdon.com,Other,"d-s-higdon is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,non_specific_category
d-tristman,https://d-tristman.com,Other,"d-tristman is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,non_specific_category
dBodhi,https://dbodhi.com,Other,"dBodhi is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,non_specific_category
d_e,https://d-e.com,Other,"d_e is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",True,non_specific_category
dafoodie,https://dafoodie.com,Other,"dafoodie is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,non_specific_category
dale-steyn,https://dale-steyn.com,Other,"dale-steyn is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,non_specific_category
dalima-pomegranate,https://dalima-pomegranate.com,Other,"dalima-pomegranate is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,non_specific_category
dama,https://dama.com,Other,"dama is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,non_specific_category
damp,https://damp.com,Other,"damp is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,non_specific_category
dan-perrera,https://dan-perrera.com,Other,"dan-perrera is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,non_specific_category
dan-selleck,https://dan-selleck.com,Other,"dan-selleck is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,non_specific_category
danae-panopoulou,https://danae-panopoulou.com,Other,"danae-panopoulou is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,non_specific_category
dandyne,https://dandyne.com,Other,"dandyne is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,non_specific_category
dangerous-robot,https://dangerous-robot.com,Other,"dangerous-robot is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,non_specific_category
daniel-eden,https://daniel-eden.com,Other,"daniel-eden is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,non_specific_category
daniel-givens,https://daniel-givens.com,Other,"daniel-givens is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,non_specific_category
daniel-golden,https://daniel-golden.com,Other,"daniel-golden is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,non_specific_category
daniel-hellier,https://daniel-hellier.com,Other,"daniel-hellier is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,non_specific_category
daniel-moir,https://daniel-moir.com,Other,"daniel-moir is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,non_specific_category
daniel-portuga-the-smiles-hunter,https://daniel-portuga-the-smiles-hunter.com,Other,"daniel-portuga-the-smiles-hunter is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,non_specific_category
daniel-powell,https://daniel-powell.com,Other,"daniel-powell is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,non_specific_category
daniel-sternlicht,https://daniel-sternlicht.com,Other,"daniel-sternlicht is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,non_specific_category
daniele-petrarolo,https://daniele-petrarolo.com,Other,"daniele-petrarolo is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,non_specific_category
dann-petty,https://dann-petty.com,Other,"dann-petty is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,non_specific_category
danny-keane,https://danny-keane.com,Other,"danny-keane is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,non_specific_category
danny-wills,https://danny-wills.com,Other,"danny-wills is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,non_specific_category
dannydiablo,https://dannydiablo.com,Other,"dannydiablo is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,non_specific_category
dannydiablo-2,https://dannydiablo-2.com,Other,"dannydiablo-2 is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,non_specific_category
dans,https://dans.com,Other,"dans is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,non_specific_category
darren-geraghty,https://darren-geraghty.com,Other,"darren-geraghty is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,non_specific_category
darren-huskie,https://darren-huskie.com,Other,"darren-huskie is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,non_specific_category
darren-wilson,https://darren-wilson.com,Other,"darren-wilson is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,non_specific_category
daryl-brunsden,https://daryl-brunsden.com,Other,"daryl-brunsden is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,non_specific_category
dasha-marcial,https://dasha-marcial.com,Other,"dasha-marcial is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,non_specific_category
dashi-noodle-bar,https://dashi-noodle-bar.com,Other,"dashi-noodle-bar is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,non_specific_category
data-alliance,https://data-alliance.com,Other,"data-alliance is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,non_specific_category
date-an-athlete,https://date-an-athlete.com,Other,"date-an-athlete is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,non_specific_category
dave-wilhelm,https://dave-wilhelm.com,Other,"dave-wilhelm is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,non_specific_category
david-cole,https://david-cole.com,Other,"david-cole is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,non_specific_category
david-e-maddalena,https://david-e-maddalena.com,Other,"david-e-maddalena is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,non_specific_category
david-hakkert,https://david-hakkert.com,Other,"david-hakkert is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,non_specific_category
david-lloyd-yun,https://david-lloyd-yun.com,Other,"david-lloyd-yun is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,non_specific_category
david-martin,https://david-martin.com,Other,"david-martin is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,non_specific_category
david-prati,https://david-prati.com,Other,"david-prati is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,non_specific_category
david-praznik,https://david-praznik.com,Other,"david-praznik is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,non_specific_category
david-salvatori,https://david-salvatori.com,Other,"david-salvatori is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,non_specific_category
david-salvatori-2,https://david-salvatori-2.com,Other,"david-salvatori-2 is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,non_specific_category
david-spinks,https://david-spinks.com,Other,"david-spinks is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,non_specific_category
david-vuu,https://david-vuu.com,Other,"david-vuu is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,non_specific_category
davide-baratta,https://davide-baratta.com,Other,"davide-baratta is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,non_specific_category
davis-materialworks,https://davis-materialworks.com,Other,"davis-materialworks is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,non_specific_category
dawid-tomczyk,https://dawid-tomczyk.com,Other,"dawid-tomczyk is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,non_specific_category
dawn-casserly,https://dawn-casserly.com,Other,"dawn-casserly is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,non_specific_category
dax-justin,https://dax-justin.com,Other,"dax-justin is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,non_specific_category
daybreak-2012,https://daybreak-2012.com,Other,"daybreak-2012 is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,non_specific_category
dayri,https://dayri.com,Other,"dayri is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,non_specific_category
ddwortel,https://ddwortel.com,Other,"ddwortel is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,non_specific_category
de Pass Montgomery,http://depassmontgomery.com,Other,"de Pass Montgomery is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,non_specific_category
deTour HK 2016,https://deTourHK2016.com,Other,"deTour HK 2016 is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,non_specific_category
dead-simple-supply,https://dead-simple-supply.com,Other,"dead-simple-supply is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,non_specific_category
deadpixel,https://deadpixel.com,Other,"deadpixel is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,non_specific_category
dean-weston,https://dean-weston.com,Other,"dean-weston is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,non_specific_category
dearest-nature,https://dearest-nature.com,Other,"dearest-nature is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,non_specific_category
deaxon,https://deaxon.com,Other,"deaxon is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,non_specific_category
debut-plus-for-you,https://debut-plus-for-you.com,Other,"debut-plus-for-you is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,non_specific_category
decouvrez-animus,https://decouvrez-animus.com,Other,"decouvrez-animus is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,non_specific_category
deda,https://deda.com,Other,"deda is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,non_specific_category
deen,https://deen.com,Other,"deen is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,non_specific_category
default-icon,https://default-icon.com,Other,"default-icon is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,non_specific_category
defonic,https://defonic.com,Other,"defonic is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,non_specific_category
defqt,https://defqt.com,Other,"defqt is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,non_specific_category
delhi-timeline,https://delhi-timeline.com,Other,"delhi-timeline is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,non_specific_category
delhicarpools,https://delhicarpools.com,Other,"delhicarpools is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,non_specific_category
delicatta,https://delicatta.com,Other,"delicatta is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,non_specific_category
delparco-hotel,https://delparco-hotel.com,Other,"delparco-hotel is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,non_specific_category
dendrizzles,https://dendrizzles.com,Other,"dendrizzles is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,non_specific_category
denis-fernandez-gridchin,https://denis-fernandez-gridchin.com,Other,"denis-fernandez-gridchin is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,non_specific_category
denis-sharypin,https://denis-sharypin.com,Other,"denis-sharypin is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,non_specific_category
denis-smirnov,https://denis-smirnov.com,Other,"denis-smirnov is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,non_specific_category
denise-chandler,https://denise-chandler.com,Other,"denise-chandler is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,non_specific_category
denning,https://denning.com,Other,"denning is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,non_specific_category
dennis-field,https://dennis-field.com,Other,"dennis-field is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,non_specific_category
dennis-kleine,https://dennis-kleine.com,Other,"dennis-kleine is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,non_specific_category
dense-discovery,https://dense-discovery.com,Other,"dense-discovery is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,non_specific_category
derek-kirk,https://derek-kirk.com,Other,"derek-kirk is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,non_specific_category
design-trends-2012-by-prophets,https://design-trends-2012-by-prophets.com,Agency / Studio,"design-trends-2012-by-prophets is a creative agency delivering professional services including branding, design, marketing strategy, and consulting solutions tailored to help businesses achieve their goals.",False,invalid_official_url
desiree-battjes,https://desiree-battjes.com,Other,"desiree-battjes is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,non_specific_category
dessau,https://dessau.com,Other,"dessau is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,non_specific_category
dessk,https://dessk.com,Other,"dessk is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,non_specific_category
dex,https://dex.com,Other,"dex is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,non_specific_category
deximal,https://deximal.com,Other,"deximal is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,non_specific_category
dgrees,https://dgrees.com,Other,"dgrees is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,non_specific_category
dhanesh,https://dhanesh.com,Other,"dhanesh is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,non_specific_category
diamonds-in-the-sky,https://diamonds-in-the-sky.com,Other,"diamonds-in-the-sky is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,non_specific_category
diaz,https://diaz.com,Other,"diaz is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,non_specific_category
dic-syen,https://dic-syen.com,Other,"dic-syen is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,non_specific_category
did-we-miss-your-tweet-from-earlier,https://did-we-miss-your-tweet-from-earlier.com,Other,"did-we-miss-your-tweet-from-earlier is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,non_specific_category
die-architexten,https://die-architexten.com,Other,"die-architexten is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,non_specific_category
diederik-dijkstra,https://diederik-dijkstra.com,Other,"diederik-dijkstra is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,non_specific_category
diego-gagliardi,https://diego-gagliardi.com,Other,"diego-gagliardi is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,non_specific_category
dieselcrank,https://dieselcrank.com,Other,"dieselcrank is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,non_specific_category
digika,https://digika.com,Other,"digika is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,non_specific_category
dimer,https://dimer.com,Other,"dimer is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,non_specific_category
dinebook,https://dinebook.com,Other,"dinebook is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,non_specific_category
dino-balliana,https://dino-balliana.com,Other,"dino-balliana is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,non_specific_category
diogo-bessa,https://diogo-bessa.com,Other,"diogo-bessa is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,non_specific_category
diografic,https://diografic.com,Other,"diografic is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,non_specific_category
dipublic,https://dipublic.com,Other,"dipublic is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,non_specific_category
directiongroup,https://directiongroup.com,Other,"directiongroup is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,non_specific_category
directr,https://directr.com,Other,"directr is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,non_specific_category
direnduvar,https://direnduvar.com,Other,"direnduvar is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,non_specific_category
dividebyfour,https://dividebyfour.com,Other,"dividebyfour is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,non_specific_category
division-of,https://division-of.com,Other,"division-of is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,non_specific_category
division/Binaural,https://divisionbinaural.com,Other,"division/Binaural is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,non_specific_category
djuradj,https://djuradj.com,Other,"djuradj is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,non_specific_category
dn&co,https://dnco2014.com,Other,"dn&co is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,non_specific_category
do-a-backflip,https://do-a-backflip.com,Other,"do-a-backflip is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,non_specific_category
do-people-scroll,https://do-people-scroll.com,Other,"do-people-scroll is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,non_specific_category
dobago-film,https://dobago-film.com,Other,"dobago-film is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,non_specific_category
doct-zahnarzt,https://doct-zahnarzt.com,Other,"doct-zahnarzt is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,non_specific_category
doctor-doors,https://doctor-doors.com,Other,"doctor-doors is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,non_specific_category
dogma,https://dogma.com,Other,"dogma is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,non_specific_category
dogs-inc,https://dogs-inc.com,Other,"dogs-inc is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,non_specific_category
dojo,https://dojo.com,Other,"dojo is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,non_specific_category
dolox-inc,https://dolox-inc.com,Other,"dolox-inc is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,non_specific_category
domino-box,https://domino-box.com,Other,"domino-box is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,non_specific_category
donkey-kong-country-returns,https://donkey-kong-country-returns.com,Other,"donkey-kong-country-returns is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,non_specific_category
dotcore,https://dotcore.com,Other,"dotcore is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,non_specific_category
double-xp,https://double-xp.com,Other,"double-xp is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,non_specific_category
doubleleft,https://doubleleft.com,Other,"doubleleft is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,non_specific_category
dr-woe,https://dr-woe.com,Other,"dr-woe is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,non_specific_category
drawingart,https://drawingart.com,Other,"drawingart is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,non_specific_category
dribbbox,https://dribbbox.com,Other,"dribbbox is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,non_specific_category
drops,https://drops.com,Other,"drops is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,non_specific_category
droptest,https://droptest.com,Other,"droptest is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,non_specific_category
