name,url,category,description,featured,hidden
Lost Art,https://lostart.com,Arts/Crafts,"Lost Art is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",false,false
Lost Type Co-op,https://losttypecoop.com,Typography,"Lost Type Co-op is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",false,false
Lotta Agaton,https://lottaagaton.com,Personal/Portfolio,"Lotta Agaton is a professional portfolio website showcasing creative work, design projects, case studies, and achievements with stunning visual presentation and user-friendly navigation.",false,false
Lotta Nieminen,https://lottanieminen.com,Personal/Portfolio,"Lotta Nieminen is a professional portfolio website showcasing creative work, design projects, case studies, and achievements with stunning visual presentation and user-friendly navigation.",false,false
Lotta Nieminen Studio,http://www.lottanieminen.com,Design/Creative,"Lotta Nieminen Studio is a creative design platform offering professional design tools, UI/UX resources, graphic assets, templates, and inspiration for designers creating exceptional experiences.",false,false
Louis Ansa,http://louisansa.com,Design/Creative,"Louis Ansa is a creative design platform offering professional design tools, UI/UX resources, graphic assets, templates, and inspiration for designers creating exceptional experiences.",false,false
Louisa Ballou,https://www.louisaballou.com,Design/Creative,"Louisa Ballou is a creative design platform offering professional design tools, UI/UX resources, graphic assets, templates, and inspiration for designers creating exceptional experiences.",false,false
Louise Billyard,https://louisebillyard.com,Design/Creative,"Louise Billyard is a creative design platform offering professional design tools, UI/UX resources, graphic assets, templates, and inspiration for designers creating exceptional experiences.",false,false
Louise Damas Paris,https://www.louisedamas.fr,Design/Creative,"Louise Damas Paris is a creative design platform offering professional design tools, UI/UX resources, graphic assets, templates, and inspiration for designers creating exceptional experiences.",false,false
Love + Money,https://www.loveandmoney.agency,Design/Creative,"Love + Money is a creative design platform offering professional design tools, UI/UX resources, graphic assets, templates, and inspiration for designers creating exceptional experiences.",false,false
Love Injection,https://www.loveinjection.nyc,Personal/Portfolio,"Love Injection is a professional portfolio website showcasing creative work, design projects, case studies, and achievements with stunning visual presentation and user-friendly navigation.",false,false
Love Letters from Craig,https://lovelettersfromcraig.com,Technology/Software,"Love Letters from Craig is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",false,false
Lovers Magazine,https://www.loversmagazine.com,Media/Entertainment,"Lovers Magazine is an AI-powered platform leveraging machine learning, artificial intelligence, and automation to deliver intelligent solutions, predictive insights, and innovative technology.",false,false
Low-tech Magazine,https://lowtechmagazine.com,Technology/Software,"Low-tech Magazine is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",false,false
Lowell Design Co 2,https://lowell-design-co.com,Agency / Studio,"Lowell Design Co is a creative agency delivering professional services including branding, design, marketing strategy, and consulting solutions tailored to help businesses achieve their goals.",false,true
Loworks Inc.,http://www.loworks.co.jp,Design/Creative,"Loworks Inc. is a creative design platform offering professional design tools, UI/UX resources, graphic assets, templates, and inspiration for designers creating exceptional experiences.",false,false
Loz Feliz Engineering,https://lfe.org,Manufacturing/Industrial,"Loz Feliz Engineering is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",false,false
Loz Ives,https://www.lozives.com,Personal/Portfolio,"Loz Ives is a professional portfolio website showcasing creative work, design projects, case studies, and achievements with stunning visual presentation and user-friendly navigation.",false,false
Lu Yu,https://luyu.com,Personal/Portfolio,"Lu Yu is a professional portfolio website showcasing creative work, design projects, case studies, and achievements with stunning visual presentation and user-friendly navigation.",false,false
Luaka Bop,https://www.luakabop.com,Personal/Portfolio,"Luaka Bop is a professional portfolio website showcasing creative work, design projects, case studies, and achievements with stunning visual presentation and user-friendly navigation.",false,false
Luca,https://luca.restaurant,Food & Beverage,"Luca is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",false,false
Luca Orio,https://lucaorio.com,Personal/Portfolio,"Luca Orio is a professional portfolio website showcasing creative work, design projects, case studies, and achievements with stunning visual presentation and user-friendly navigation.",false,false
Lucas Berghoef,https://lucasberghoef.com,Personal/Portfolio,"Lucas Berghoef is a professional portfolio website showcasing creative work, design projects, case studies, and achievements with stunning visual presentation and user-friendly navigation.",false,false
Lucas Neumann,https://lucasneumann.com,Personal/Portfolio,"Lucas Neumann is a professional portfolio website showcasing creative work, design projects, case studies, and achievements with stunning visual presentation and user-friendly navigation.",false,false
Lucas Perret,https://lucasperret.com,Personal/Portfolio,"Lucas Perret is a professional portfolio website showcasing creative work, design projects, case studies, and achievements with stunning visual presentation and user-friendly navigation.",false,false
Lucas Urbanek,https://lucasurbanek.com,Personal/Portfolio,"Lucas Urbanek is a professional portfolio website showcasing creative work, design projects, case studies, and achievements with stunning visual presentation and user-friendly navigation.",false,false
Lucia Cuba,https://luciacuba.com,Personal/Portfolio,"Lucia Cuba is a professional portfolio website showcasing creative work, design projects, case studies, and achievements with stunning visual presentation and user-friendly navigation.",false,false
Lucy O'Brien,https://lucyobrien.com,Personal/Portfolio,"Lucy O'Brien is a professional portfolio website showcasing creative work, design projects, case studies, and achievements with stunning visual presentation and user-friendly navigation.",false,false
Ludmilla Maury,https://ludmillamaury.com,Personal/Portfolio,"Ludmilla Maury is a professional portfolio website showcasing creative work, design projects, case studies, and achievements with stunning visual presentation and user-friendly navigation.",false,false
Lukas Guschlbauer,https://www.der-lukas.net,Personal/Portfolio,"Lukas Guschlbauer is a professional portfolio website showcasing creative work, design projects, case studies, and achievements with stunning visual presentation and user-friendly navigation.",false,false
Lukas Haider,https://bureaulukashaider.com,Technology/Software,"Lukas Haider is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",false,false
Lukas Halota,https://lukashalota.com,Personal/Portfolio,"Lukas Halota is a professional portfolio website showcasing creative work, design projects, case studies, and achievements with stunning visual presentation and user-friendly navigation.",false,false
Lukas Rudrof Portfolio 2,https://lukas-rudrof-portfolio.com,Portfolio,"Lukas Rudrof Portfolio is a professional portfolio website showcasing creative work, design projects, case studies, and achievements with stunning visual presentation and user-friendly navigation.",false,true
Luke Evans,https://www.luk-e.com,Personal/Portfolio,"Luke Evans is a professional portfolio website showcasing creative work, design projects, case studies, and achievements with stunning visual presentation and user-friendly navigation.",false,false
Luke Hoban,http://lukehoban.co.nz,Personal/Portfolio,"Luke Hoban is a professional portfolio website showcasing creative work, design projects, case studies, and achievements with stunning visual presentation and user-friendly navigation.",false,false
Luke Robertson,https://luke-robertson.com,Personal/Portfolio,"Luke Robertson is a professional portfolio website showcasing creative work, design projects, case studies, and achievements with stunning visual presentation and user-friendly navigation.",false,false
Luke Shadbolt,https://lukeshadbolt.com,Personal/Portfolio,"Luke Shadbolt is a professional portfolio website showcasing creative work, design projects, case studies, and achievements with stunning visual presentation and user-friendly navigation.",false,false
Lula Designs,https://luladesigns.com,Design/Creative,"Lula Designs is a creative design platform offering professional design tools, UI/UX resources, graphic assets, templates, and inspiration for designers creating exceptional experiences.",false,false
Lumière Magazine,https://lumieremagazine.com,Media/Entertainment,"Lumière Magazine is an AI-powered platform leveraging machine learning, artificial intelligence, and automation to deliver intelligent solutions, predictive insights, and innovative technology.",false,false
Luna Productions,https://luna-productions.ch,Media/Entertainment,"Luna Productions is an AI-powered platform leveraging machine learning, artificial intelligence, and automation to deliver intelligent solutions, predictive insights, and innovative technology.",false,false
Lunar Gravity,https://lunargravity.com,Personal/Portfolio,"Lunar Gravity is a professional portfolio website showcasing creative work, design projects, case studies, and achievements with stunning visual presentation and user-friendly navigation.",false,false
Lunch & Recess,https://lunchrecess.com,Recruitment/HR,"Lunch & Recess is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",false,false
Lune Croissanterie,https://www.lunecroissanterie.com,Personal/Portfolio,"Lune Croissanterie is a professional portfolio website showcasing creative work, design projects, case studies, and achievements with stunning visual presentation and user-friendly navigation.",false,false
Luxo 2,https://luxo.com,SaaS / Design,"Luxo is a cloud-based SaaS platform delivering powerful software solutions, seamless integrations, and enterprise-grade tools for modern businesses seeking efficiency and scalability.",false,false
Lw,https://lw.works,Design/Creative,"Lw is a creative design platform offering professional design tools, UI/UX resources, graphic assets, templates, and inspiration for designers creating exceptional experiences.",false,false
Lynn Schmidt,https://lynnschmidt.com,Personal/Portfolio,"Lynn Schmidt is a professional portfolio website showcasing creative work, design projects, case studies, and achievements with stunning visual presentation and user-friendly navigation.",false,false
Lynn Sohn,https://lynnsohn.com,Personal/Portfolio,"Lynn Sohn is a professional portfolio website showcasing creative work, design projects, case studies, and achievements with stunning visual presentation and user-friendly navigation.",false,false
Lyst – The Year in Fashion,https://lysttheyearinfashion.com,E-commerce/Retail,"Lyst – The Year in Fashion is an AI-powered platform leveraging machine learning, artificial intelligence, and automation to deliver intelligent solutions, predictive insights, and innovative technology.",false,false
Lyst — The Year in Fashion 2017,https://www.lyst.com/year-in-fashion-2017,E-commerce/Retail,"Lyst — The Year in Fashion 2017 is an AI-powered platform leveraging machine learning, artificial intelligence, and automation to deliver intelligent solutions, predictive insights, and innovative technology.",false,false
Lyst — The Year in Fashion 2019,https://www.lyst.co.uk/year-in-fashion-2019,E-commerce/Retail,"Lyst — The Year in Fashion 2019 is an AI-powered platform leveraging machine learning, artificial intelligence, and automation to deliver intelligent solutions, predictive insights, and innovative technology.",false,false
Léo Grunstein,https://leogrunstein.com,Personal/Portfolio,"Léo Grunstein is a professional portfolio website showcasing creative work, design projects, case studies, and achievements with stunning visual presentation and user-friendly navigation.",false,false
Léo Guenoun,https://leoguenoun.com,Personal/Portfolio,"Léo Guenoun is a professional portfolio website showcasing creative work, design projects, case studies, and achievements with stunning visual presentation and user-friendly navigation.",false,false
Léonard Oliviéro,https://leonardoliviero.com,Personal/Portfolio,"Léonard Oliviéro is a professional portfolio website showcasing creative work, design projects, case studies, and achievements with stunning visual presentation and user-friendly navigation.",false,false
Løs Sundays Tequila,https://lossundays.com,Design/Creative,"Løs Sundays Tequila is a creative design platform offering professional design tools, UI/UX resources, graphic assets, templates, and inspiration for designers creating exceptional experiences.",false,false
M. Rodzik,https://www.mrodzik.com,Personal/Portfolio,"M. Rodzik is a professional portfolio website showcasing creative work, design projects, case studies, and achievements with stunning visual presentation and user-friendly navigation.",false,false
M.W. Nguyen,https://mwnguyen.com,Personal/Portfolio,"M.W. Nguyen is a professional portfolio website showcasing creative work, design projects, case studies, and achievements with stunning visual presentation and user-friendly navigation.",false,false
MA+Creative,https://macreative.com,Design/Creative,"MA+Creative is a creative design platform offering professional design tools, UI/UX resources, graphic assets, templates, and inspiration for designers creating exceptional experiences.",false,false
MAAP,https://maapcyclingapparel.com,Technology/Software,"MAAP is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",false,false
MAD London,https://madlondon.com,Personal/Portfolio,"MAD London is a professional portfolio website showcasing creative work, design projects, case studies, and achievements with stunning visual presentation and user-friendly navigation.",false,false
MADE Quarterly,https://madequarterly.com,Arts/Crafts,"MADE Quarterly is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",false,false
MADH,https://www.madhstore.com,E-commerce/Retail,"MADH is an AI-powered platform leveraging machine learning, artificial intelligence, and automation to deliver intelligent solutions, predictive insights, and innovative technology.",false,false
MAFCOhouse,http://mafcohouse.com,Architecture/Real Estate,"MAFCOhouse is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",false,false
"MAISON Ë: Luxury Lifestyle Magazine ▷ Culinary, Travel, Fashion",https://maison.e.com,Technology/Software,"MAISON Ë: Luxury Lifestyle Magazine ▷ Culinary, Travel, Fashion is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",false,false
MD Production,https://mdproduction.ch,Media/Entertainment,"MD Production is an AI-powered platform leveraging machine learning, artificial intelligence, and automation to deliver intelligent solutions, predictive insights, and innovative technology.",false,false
MILL3,https://mill3.studio,Design/Creative,"MILL3 is a creative design platform offering professional design tools, UI/UX resources, graphic assets, templates, and inspiration for designers creating exceptional experiences.",false,false
MING Labs,https://minglabs.com,Personal/Portfolio,"MING Labs is a professional portfolio website showcasing creative work, design projects, case studies, and achievements with stunning visual presentation and user-friendly navigation.",false,false
MIT Media Lab,https://www.media.mit.edu,Media/Entertainment,"MIT Media Lab is an AI-powered platform leveraging machine learning, artificial intelligence, and automation to deliver intelligent solutions, predictive insights, and innovative technology.",false,false
MKPL Architects,https://steepjar.com,Architecture/Real Estate,"MKPL Architects is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",false,false
MOAA Architects 2,https://moaaarchitects.com,Architecture/Real Estate,"MOAA Architects is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",false,false
MOB,https://www.mobkitchen.co.uk,Food & Beverage,"MOB is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",false,false
MOHAB – Rethinking Space,https://www.mohab.de,Architecture/Real Estate,"MOHAB – Rethinking Space is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",false,false
MOJO Bar,http://mojobar.co.uk,Food & Beverage,"MOJO Bar is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",false,false
MOTH Drinks,https://mothdrinks.com,Food & Beverage,"MOTH Drinks is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",false,false
MOUTHWASH Studio,https://mouthwash.studio,Design/Creative,"MOUTHWASH Studio is a creative design platform offering professional design tools, UI/UX resources, graphic assets, templates, and inspiration for designers creating exceptional experiences.",false,false
MUTEK Montreal,https://mutekmontreal.com,Personal/Portfolio,"MUTEK Montreal is a professional portfolio website showcasing creative work, design projects, case studies, and achievements with stunning visual presentation and user-friendly navigation.",false,false
MZ Wallace,https://mzwallace.com,Personal/Portfolio,"MZ Wallace is a professional portfolio website showcasing creative work, design projects, case studies, and achievements with stunning visual presentation and user-friendly navigation.",false,false
Maaemo Restaurant,https://maaemorestaurant.com,Food & Beverage,"Maaemo Restaurant is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",false,false
MacGuffin,https://macguffinmagazine.com,Media/Entertainment,"MacGuffin is an AI-powered platform leveraging machine learning, artificial intelligence, and automation to deliver intelligent solutions, predictive insights, and innovative technology.",false,false
Macaspac Studio Portfolio 2,https://macaspac-studio-portfolio.com,Portfolio,"Macaspac Studio Portfolio is a professional portfolio website showcasing creative work, design projects, case studies, and achievements with stunning visual presentation and user-friendly navigation.",false,true
Macau Design Biennial,https://macaudesignbiennial.com,Design/Creative,"Macau Design Biennial is a creative design platform offering professional design tools, UI/UX resources, graphic assets, templates, and inspiration for designers creating exceptional experiences.",false,false
Machine Discovery,https://machine-discovery.com,Technology/Software,"Machine Discovery is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",false,false
Maciek Miloch,https://miloch.com,Personal/Portfolio,"Maciek Miloch is a professional portfolio website showcasing creative work, design projects, case studies, and achievements with stunning visual presentation and user-friendly navigation.",false,false
Maddison Graphic,https://maddisongraphic.com,Design/Creative,"Maddison Graphic is a creative design platform offering professional design tools, UI/UX resources, graphic assets, templates, and inspiration for designers creating exceptional experiences.",false,false
Made For,https://made-for.com.au,Personal/Portfolio,"Made For is a professional portfolio website showcasing creative work, design projects, case studies, and achievements with stunning visual presentation and user-friendly navigation.",false,false
Made Publishers,https://madepublishers.com,Personal/Portfolio,"Made Publishers is a professional portfolio website showcasing creative work, design projects, case studies, and achievements with stunning visual presentation and user-friendly navigation.",false,false
Made Thought,https://madethought.com,Personal/Portfolio,"Made Thought is a professional portfolio website showcasing creative work, design projects, case studies, and achievements with stunning visual presentation and user-friendly navigation.",false,false
Made Together,https://madetogether.com,Personal/Portfolio,"Made Together is a professional portfolio website showcasing creative work, design projects, case studies, and achievements with stunning visual presentation and user-friendly navigation.",false,false
Made With Gsap 2,https://madewithgsap.com,Gallery  /  Dev,Showcase of websites and experiments built with GSAP animations.,false,true
Made[LAB],https://bymadelab.com,Agency/Studio,"Made[LAB] is a creative agency delivering professional services including branding, design, marketing strategy, and consulting solutions tailored to help businesses achieve their goals.",false,false
Madeleine Dalla,https://madeleinedalla.com,Personal/Portfolio,"Madeleine Dalla is a professional portfolio website showcasing creative work, design projects, case studies, and achievements with stunning visual presentation and user-friendly navigation.",false,false
Madre Mezcal,https://madremezcal.com,Personal/Portfolio,"Madre Mezcal is a professional portfolio website showcasing creative work, design projects, case studies, and achievements with stunning visual presentation and user-friendly navigation.",false,false
Maeva Barrière,https://maevabarriere.com,Food & Beverage,"Maeva Barrière is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",false,false
Magasins Généraux,https://magasinsgeneraux.com,Design/Creative,"Magasins Généraux is a creative design platform offering professional design tools, UI/UX resources, graphic assets, templates, and inspiration for designers creating exceptional experiences.",false,false
Magda Butrym,https://magdabutrym.com,Personal/Portfolio,"Magda Butrym is a professional portfolio website showcasing creative work, design projects, case studies, and achievements with stunning visual presentation and user-friendly navigation.",false,false
Maggie App 2,https://maggie-app.com,Saas,"Maggie App is a cloud-based SaaS platform delivering powerful software solutions, seamless integrations, and enterprise-grade tools for modern businesses seeking efficiency and scalability.",false,true
Maggie Appleton,https://maggieappleton.com,Technology/Software,"Maggie Appleton is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",false,false
Magic Leap,https://magicleap.com,Personal/Portfolio,"Magic Leap is a professional portfolio website showcasing creative work, design projects, case studies, and achievements with stunning visual presentation and user-friendly navigation.",false,false
Magic People Voodoo People,http://magicpeoplevoodoopeople.com,Recruitment/HR,"Magic People Voodoo People is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",false,false
Magic as a Service,https://maas.engineering,Manufacturing/Industrial,"Magic as a Service is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",false,false
Magician,https://magician.design,AI Tool,AI-powered Figma plugin generating designs from text prompts,false,false
Magma,https://www.magmamusicagency.com,Design/Creative,"Magma is a creative design platform offering professional design tools, UI/UX resources, graphic assets, templates, and inspiration for designers creating exceptional experiences.",false,false
Magnus Høst,https://magnushoest.com,Personal/Portfolio,"Magnus Høst is a professional portfolio website showcasing creative work, design projects, case studies, and achievements with stunning visual presentation and user-friendly navigation.",false,false
Magpie Studio,https://magpiestudio.com,Design/Creative,"Magpie Studio is a creative design platform offering professional design tools, UI/UX resources, graphic assets, templates, and inspiration for designers creating exceptional experiences.",false,false
Magro Cardona,https://magrocardona.com,Mobility/Transportation,"Magro Cardona is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",false,false
Mah Ze Dahr Bakery,https://mahzedahrbakery.com,Food & Beverage,"Mah Ze Dahr Bakery is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",false,false
MailChimp Annual Report,https://mailchimp.com/2016,Technology/Software,"MailChimp Annual Report is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",false,false
MailPoet 2,https://mailpoet.com,AI Tool,"MailPoet is an AI-powered platform leveraging machine learning, artificial intelligence, and automation to deliver intelligent solutions, predictive insights, and innovative technology.",false,false
Mailchimp 2,https://mailchimp.com,AI Tool,"Mailchimp is an AI-powered platform leveraging machine learning, artificial intelligence, and automation to deliver intelligent solutions, predictive insights, and innovative technology.",false,false
Mailchimp Presents — By the Books,https://mailchimp.com/presents/by-the-books,Technology/Software,"Mailchimp Presents — By the Books is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",false,false
Mailchimp — Annual Report 2019,https://mailchimp.com/annual-report,Technology/Software,"Mailchimp — Annual Report 2019 is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",false,false
Mainframe,https://mainfra.me,Technology/Software,"Mainframe is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",false,false
Mainstudio,https://mainstudio.com,Technology/Software,"Mainstudio is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",false,false
Maison Detto,https://maisondetto.com,Technology/Software,"Maison Detto is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",false,false
Maison Edouard François,https://www.edouardfrancois.com,Technology/Software,"Maison Edouard François is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",false,false
Maison Egea,https://maisonegea.com,Technology/Software,"Maison Egea is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",false,false
Maison Les Grands Chênes,https://maisonlesgrandschenes.com,Technology/Software,"Maison Les Grands Chênes is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",false,false
Maison Margiela,https://maisonmargiela.com,Technology/Software,"Maison Margiela is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",false,false
Maison Nue,https://maisonnue.com,Technology/Software,"Maison Nue is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",false,false
Maison90,https://www.maison90.com,Technology/Software,"Maison90 is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",false,false
Maisonette,https://maisonette.com,Technology/Software,"Maisonette is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",false,false
Major Tom,https://majortom.com,Personal/Portfolio,"Major Tom is a professional portfolio website showcasing creative work, design projects, case studies, and achievements with stunning visual presentation and user-friendly navigation.",false,false
Make,https://wearemake.co,E-commerce/Retail,"Make is an AI-powered platform leveraging machine learning, artificial intelligence, and automation to deliver intelligent solutions, predictive insights, and innovative technology.",false,false
Make Architects,https://www.makearchitects.com,Architecture/Real Estate,"Make Architects is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",false,false
Make Future,https://makefuture.com,Personal/Portfolio,"Make Future is a professional portfolio website showcasing creative work, design projects, case studies, and achievements with stunning visual presentation and user-friendly navigation.",false,false
Make Studio,http://www.make-studio.net/de,Design/Creative,"Make Studio is a creative design platform offering professional design tools, UI/UX resources, graphic assets, templates, and inspiration for designers creating exceptional experiences.",false,false
Make it Rain Records,https://makeitrainrecords.com,Technology/Software,"Make it Rain Records is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",false,false
Making Music,https://makingmusic.com,Music,"Making Music is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",false,false
"Making Today - Work Smarter, Not Scattered",https://making.today,Arts/Crafts,"Making Today - Work Smarter, Not Scattered is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",false,false
Makisa Bronson,https://makisabronson.com,Personal/Portfolio,"Makisa Bronson is a professional portfolio website showcasing creative work, design projects, case studies, and achievements with stunning visual presentation and user-friendly navigation.",false,false
Makkaihang Design,http://makkaihang.com,Technology/Software,"Makkaihang Design is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",false,false
Maksim Karalevich,https://maksimkaralevich.com,Personal/Portfolio,"Maksim Karalevich is a professional portfolio website showcasing creative work, design projects, case studies, and achievements with stunning visual presentation and user-friendly navigation.",false,false
Mala Project,https://malaproject.com,Business/Productivity,"Mala Project is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",false,false
Malte Gruhl,http://www.maltegruhl.com,Personal/Portfolio,"Malte Gruhl is a professional portfolio website showcasing creative work, design projects, case studies, and achievements with stunning visual presentation and user-friendly navigation.",false,false
Malthouse Theatre,https://malthousetheatre.com,Food & Beverage,"Malthouse Theatre is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",false,false
Mamag,https://www.mamagstudios.com,Design/Creative,"Mamag is a creative design platform offering professional design tools, UI/UX resources, graphic assets, templates, and inspiration for designers creating exceptional experiences.",false,false
Maman Corp,http://www.maman-corp.com,Personal/Portfolio,"Maman Corp is a professional portfolio website showcasing creative work, design projects, case studies, and achievements with stunning visual presentation and user-friendly navigation.",false,false
Mambo Mambo,https://mambomambo.com,Personal/Portfolio,"Mambo Mambo is a professional portfolio website showcasing creative work, design projects, case studies, and achievements with stunning visual presentation and user-friendly navigation.",false,false
Man Ray Diary,https://manraydiary.com,Lifestyle/Blog,"Man Ray Diary is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",false,false
Manchester Design Symposium,https://manchesterdesignsymposium.com,Design/Creative,"Manchester Design Symposium is a creative design platform offering professional design tools, UI/UX resources, graphic assets, templates, and inspiration for designers creating exceptional experiences.",false,false
Manchester Wire,https://manchesterwire.com,Personal/Portfolio,"Manchester Wire is a professional portfolio website showcasing creative work, design projects, case studies, and achievements with stunning visual presentation and user-friendly navigation.",false,false
Mancini Made,https://mancinimade.com,Personal/Portfolio,"Mancini Made is a professional portfolio website showcasing creative work, design projects, case studies, and achievements with stunning visual presentation and user-friendly navigation.",false,false
Mandarin Stone,https://www.mandarinstone.com,Personal/Portfolio,"Mandarin Stone is a professional portfolio website showcasing creative work, design projects, case studies, and achievements with stunning visual presentation and user-friendly navigation.",false,false
Mandatory Attendance,https://mandatoryattendance.com/commerce,E-commerce/Retail,"Mandatory Attendance is an AI-powered platform leveraging machine learning, artificial intelligence, and automation to deliver intelligent solutions, predictive insights, and innovative technology.",false,false
Manic Design,https://manicdesign.com,Design/Creative,"Manic Design is a creative design platform offering professional design tools, UI/UX resources, graphic assets, templates, and inspiration for designers creating exceptional experiences.",false,false
Manifesto Futura,https://manifestofutura.com,Personal/Portfolio,"Manifesto Futura is a professional portfolio website showcasing creative work, design projects, case studies, and achievements with stunning visual presentation and user-friendly navigation.",false,false
Maniv - Venture Capital 2,https://maniv-venture-capital.com,Developer Tool,"Maniv - Venture Capital is a developer tool platform providing coding resources, APIs, frameworks, documentation, and development solutions for building modern, scalable applications.",false,true
MannSalesCO 2,https://mannsalesco.com,SaaS / CRM,"MannSalesCO is a cloud-based SaaS platform delivering powerful software solutions, seamless integrations, and enterprise-grade tools for modern businesses seeking efficiency and scalability.",false,false
Manrope Font,https://manropefont.com,Typography,"Manrope Font is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",false,false
Manu Mohanan,https://manumohanan.com,Personal/Portfolio,"Manu Mohanan is a professional portfolio website showcasing creative work, design projects, case studies, and achievements with stunning visual presentation and user-friendly navigation.",false,false
Manuel Moreale 4,https://manuelmoreale.com,Personal/Portfolio,"Manuel Moreale is a professional portfolio website showcasing creative work, design projects, case studies, and achievements with stunning visual presentation and user-friendly navigation.",false,false
Manuel Rueda,https://manuelrueda.com,Personal/Portfolio,"Manuel Rueda is a professional portfolio website showcasing creative work, design projects, case studies, and achievements with stunning visual presentation and user-friendly navigation.",false,false
Manuel Sofia,https://manuelsofia.com,Personal/Portfolio,"Manuel Sofia is a professional portfolio website showcasing creative work, design projects, case studies, and achievements with stunning visual presentation and user-friendly navigation.",false,false
Manuel Tocanne,https://manueltocanne.com,Personal/Portfolio,"Manuel Tocanne is a professional portfolio website showcasing creative work, design projects, case studies, and achievements with stunning visual presentation and user-friendly navigation.",false,false
Map Project Office,http://mapprojectoffice.com,Business/Productivity,"Map Project Office is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",false,false
